height,utc,timestamp,block_hash,bits,target_hex,difficulty,retarget_position,near_retarget,normalized_score
0,2009-01-03T18:15:05Z,1231006505,000000000019d6689c085ae165831e934ff763ae46a2a6c172b3f1b60a8ce26f,1d00ffff,00000000ffff0000000000000000000000000000000000000000000000000000,1.0,0,True,0.0003942554927036299
1430,2009-01-23T19:10:26Z,1232737826,000000000009606d829b157912edb060c406b519fb2bfcc1078c196b69c67e49,1d00ffff,00000000ffff0000000000000000000000000000000000000000000000000000,1.0,1430,False,0.00014307882799603132
11686,2009-04-20T23:36:12Z,1240270572,00000000000243ab3dd422f82638c9651cfc401ac763b2228f00f6abae334f48,1d00ffff,00000000ffff0000000000000000000000000000000000000000000000000000,1.0,1606,False,3.455148681170244e-05
61068,2010-06-15T15:16:31Z,1276614991,000000000000177131355902f9a7a9d94d1f57aba9ef4430bb01123190325977,1c0eba64,000000000eba6400000000000000000000000000000000000000000000000000,17.38148815814011,588,False,2.4286853888683273e-05
125552,2011-05-21T17:26:31Z,1305998791,00000000000000001e8d6829a8a21adc5d38d0a473b144b6765798e61f98bd1d,1a44b9f2,00000000000044b9f20000000000000000000000000000000000000000000000,244112.48777433642,560,False,6.783310719711352e-06
266381,2013-10-27T14:49:44Z,1382885384,000000000000000000028c32e6952731326747bae4be8db0f832d6eea0362050,190afc85,000000000000000afc8500000000000000000000000000000000000000000000,390928787.63808584,269,False,3.538380543536273e-06
368527,2015-08-05T16:32:00Z,1438792320,00000000000000000000013712632da34788a7b4ae2cd78f7982c7036610126b,18150815,0000000000000000150815000000000000000000000000000000000000000000,52278304845.59168,1615,False,8.815949211462018e-07
756951,2022-10-04T01:28:13Z,1664846893,0000000000000000000000005d6f06154c8685146aa7bc3dc9843876c9cefd0f,1708f9ae,00000000000000000008f9ae0000000000000000000000000000000000000000,31360548173144.85,951,False,6.204889752448108e-07
