epoch,start_height,end_height,target,target_hex,epoch_minimum,epoch_minimum_hex,epoch_minimum_height,pre_g1,pre_g2,pre_g2_over_g1,lambda,deposit,transition_class,crossing_count,selective_opportunity,deeper_records_after_first_crossing,max_shallow_over_deep,post_g1,post_g2
78,157248,159263,23340814324747679919001773364939281849550099124416593832968192,0000000000000e86680000000000000000000000000000000000000000000000,2392982727006858957434785606866162161118038787880681065980,00000000000000006197e7c8dbd0c8014913a4ed042bd93f327c11d5964dcdfc,158603,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224,1.1725628244937536,0.10281073559694001,False,neither,0,False,0,,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224
79,159264,161279,23242391331131109072962566885467580392541369223033474166816768,0000000000000e76ba0000000000000000000000000000000000000000000000,3917225616622492391746849999271705011249525566813837952583,00000000000000009fc1be63bb5ddcd5a689b1771c5997ad19e462c5a6af8647,160970,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224,1.1725628244937536,0.10324610131422828,False,neither,0,False,0,,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224
80,161280,163295,21554562042243053719921017803645315870071034703425342074257408,0000000000000d69d70000000000000000000000000000000000000000000000,3923515575362526273914851428936137703516280120640163322240,0000000000000000a00369f825c04af023183eb09a20d89cb31672151b209980,162045,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224,1.1725628244937536,0.1113307839637823,False,neither,0,False,0,,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224
81,163296,165311,20615546854515052444405957679617344022137222968655050411343872,0000000000000cd43f0000000000000000000000000000000000000000000000,9610356778460912566518935256710830630851378653192642111949,000000000000000187f0ce72e8dbefa39860136c52f89b6161a293bb4dac29cd,164488,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224,1.1725628244937536,0.11640177711964714,False,neither,0,False,0,,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224
82,165312,167327,19540887421473929614259883543522244007742949396702043752628224,0000000000000c290b0000000000000000000000000000000000000000000000,17871066902609925153433557154633488299699187577137070017644,0000000000000002d8d6a4f2f12b4e59af2cffb553a5d0ae1a435adfb1f70c6c,167187,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224,1.1725628244937536,0.1228033424685633,False,neither,0,False,0,,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224
83,167328,169343,19588382523276445241758125434587686389961661359576757951266816,0000000000000c309c0000000000000000000000000000000000000000000000,9693578275767007282883312408658265276695738059404537809799,00000000000000018b55adee1396e4cccbda49f11691c17abec7e16ba498cb87,167942,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224,1.1725628244937536,0.12250558652851552,False,neither,0,False,0,,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224
84,169344,171359,18009299117968233362105684657812007807160912568078774269116416,0000000000000b350c0000000000000000000000000000000000000000000000,20126586318012409598373632584759499826265236287974295386801,000000000000000334d35da539753ed2533e3a771310731a28ee03386656bab1,170696,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224,1.1725628244937536,0.1332470672201057,False,neither,0,False,0,,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224
85,171360,173375,17993483763986497389087426516491816616385967180337839494660096,0000000000000b32870000000000000000000000000000000000000000000000,16716053548674730503553782011372165795923800793334024747539,0000000000000002a9bbbe045429e063c791604edc73e92190ae12d8ea77ba13,173011,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224,1.1725628244937536,0.1333641845923031,False,neither,0,False,0,,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224
86,173376,175391,16574638092431222848464934504874974361824393751455373256032256,0000000000000a507e0000000000000000000000000000000000000000000000,5247704105320437327592088566296494794050576610380021656267,0000000000000000d60496577a12244d964dc90b8b2ec8c1617ebdb386c66acb,174878,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224,1.1725628244937536,0.1447806146219697,False,neither,0,False,0,,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224
87,175392,177407,17085559845791583266730740536950670241169412424878408752693248,0000000000000aa1e30000000000000000000000000000000000000000000000,3572146526401503597170745873006573808220285105997551259557,000000000000000091aef32ccfb502f22e90c89ecc39dabfa6974bac7b504fa5,175809,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224,1.1725628244937536,0.1404511360363752,False,neither,0,False,0,,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224
88,177408,179423,17870687961287995446644888885900316642120964851955511819501568,0000000000000b1ef70000000000000000000000000000000000000000000000,9901329534265301241288643261977128677836999816724750604110,000000000000000193ceb429847d88083a45fdd9b43d6126728b6cab16f1174e,178685,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224,1.1725628244937536,0.13428057696251952,False,neither,0,False,0,,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224
89,179424,181439,15554707140145502641228553657813466188995512591033787398225920,00000000000009ae020000000000000000000000000000000000000000000000,3689760771279849670120878248780203409544087561120754762485,0000000000000000967ae660cf0cfd7c3b7fb8f0b9f0aa8457695b0007d902f5,181338,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224,1.1725628244937536,0.15427396147919092,False,neither,0,False,0,,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224
90,181440,183455,16944226977030767532657500340718760127019357828074148225613824,0000000000000a8b5f0000000000000000000000000000000000000000000000,6848471439908580085213748783017305002548851327310288537976,0000000000000001174d60c85c88625d059d19f5e15dd12888977675a5a64978,182355,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224,1.1725628244937536,0.1416226478441222,False,neither,0,False,0,,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224
91,183456,185471,17028747171100603034973679895960153979114298528140818252824576,0000000000000a98d60000000000000000000000000000000000000000000000,12587502843838911277062754891101542036028457804312981599132,0000000000000002015ba963a2777d415edee9a271f3567c6845c1559f58f39c,183494,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224,1.1725628244937536,0.1409197204026494,False,neither,0,False,0,,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224
92,185472,187487,15614535766060906942258863525753414259523988166363835227176960,00000000000009b78a0000000000000000000000000000000000000000000000,2907082528052830814456816076669493583112926416427922248367,0000000000000000768f5b971e3e0a586137b45c1b1796990b24a4c0c38452af,186259,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224,1.1725628244937536,0.15368284565813092,False,neither,0,False,0,,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224
93,187488,189503,15392654931672180089790308609774483894682932641297604569726976,0000000000000994310000000000000000000000000000000000000000000000,19649694471951529982741751134411401476168451199290705733101,0000000000000003216061f2dfb0d70aa43aa605b0a63b64491a3672398c65ed,187702,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224,1.1725628244937536,0.1558981410816447,False,neither,0,False,0,,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224
94,189504,191519,14444739009842829731785903206212823051010663269705670545375232,00000000000008fd2e0000000000000000000000000000000000000000000000,4593104190527737025489289335283526008482961218102108466178,0000000000000000bb523eca4bcccbec0bb2e31f7b916acea61556ae8d21ac02,190759,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224,1.1725628244937536,0.16612873991864627,False,neither,0,False,0,,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224
95,191520,193535,13237058963854547748734324548161076199478283141947127217782784,000000000000083cc90000000000000000000000000000000000000000000000,3028461246128417691450575002060882162894309951196552374371,00000000000000007b829c58335f277a7f604ca8f7e5436a882d13779aae2863,192827,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224,1.1725628244937536,0.18128545749562258,False,neither,0,False,0,,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224
96,193536,195551,12305424274651356593961118223415860240572779254789271782948864,00000000000007a85e0000000000000000000000000000000000000000000000,4439070852613949014318891787826329287613989277421700443208,0000000000000000b50a0feba39f75ce8800d57827c6c8fa917df5507998ec48,193669,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224,1.1725628244937536,0.19501044714907995,False,neither,0,False,0,,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224
97,195552,197567,11046080738989403765716562970384822165842244193743674858799104,00000000000006dfbe0000000000000000000000000000000000000000000000,11850171956337500056911391954079430142064986463969125517927,0000000000000001e3499169d61810b681254686855784b8d7210784bb32ca67,197173,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224,1.1725628244937536,0.21724323285893787,False,neither,0,False,0,,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224
98,197568,199583,10007073282210984973971337419529346944295676968729147521105920,000000000000063a380000000000000000000000000000000000000000000000,12618113231685368030218217826382053787516845981927881990749,0000000000000002029b3fc0ebab8cc25ae8debe989e6f0c427f117e9a3e625d,198591,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224,1.1725628244937536,0.23979901240702334,False,neither,0,False,0,,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224
99,199584,201599,9412783771427520201810837309176674245361798887059324066070528,00000000000005db8b0000000000000000000000000000000000000000000000,4790444568982376308715164456224453185758505692055194486468,0000000000000000c35e93308b85409de6070bacb13134979db905511c52c6c4,201197,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224,1.1725628244937536,0.2549390646200909,False,neither,0,False,0,,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224
100,201600,203615,8825801199382903987726989797449454220615414953524072026210304,000000000000057e080000000000000000000000000000000000000000000000,1801787896026528666026460766485033861462916419589997390518,0000000000000000497b8b1a83a091bbd8fa7afef1bf62263ebd79019e98eab6,203062,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224,1.1725628244937536,0.2718944417563687,False,neither,0,False,0,,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224
101,203616,205631,8774971387283464186072960143252932765613148614319486309236736,0000000000000575ef0000000000000000000000000000000000000000000000,1601218906793125822365616638572269845555850602931976176548,0000000000000000414d816320223a4b05e84052d8c0a7d83b39f8ebee4483a4,204022,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224,1.1725628244937536,0.2734694147990599,False,neither,0,False,0,,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224
102,205632,207647,8158785580212107593904235970576336449063725988071903546310656,0000000000000513c50000000000000000000000000000000000000000000000,266927971526157113597592094330626478754563633332141982863,00000000000000000ae2dba9951e28a3e6308ac7e9e8536104c503aa772c848f,206712,1015144396164766081116625386979149783365596865937478527743,1190320580435964129177497273956564944399335472286853664224,1.1725628244937536,0.2941229753578741,True,unique-min,1,False,0,,373450753169415401850118416599327961573251328994866881615,1015144396164766081116625386979149783365596865937478527743
103,207648,209663,8002789794116287035234223109988652176644807295346590313611264,00000000000004faeb0000000000000000000000000000000000000000000000,19807160267579913681889384445767347546785476936027027008052,000000000000000327cc66f86768819b492b9eba80a5995c4c3ce088d56bea34,208098,373450753169415401850118416599327961573251328994866881615,1015144396164766081116625386979149783365596865937478527743,2.718281828459045,0.25572720955044875,False,neither,0,False,0,,373450753169415401850118416599327961573251328994866881615,1015144396164766081116625386979149783365596865937478527743
104,209664,211679,7839560629067579481152758851432818444879208153964570478641152,00000000000004e0ea0000000000000000000000000000000000000000000000,1505742355941703058225424285691012997445904857675931645042,00000000000000003d68af080d3e1951947859796c97db4f9864151c1c24f472,210168,373450753169415401850118416599327961573251328994866881615,1015144396164766081116625386979149783365596865937478527743,2.718281828459045,0.2610517603601439,False,neither,0,False,0,,373450753169415401850118416599327961573251328994866881615,1015144396164766081116625386979149783365596865937478527743
105,211680,213695,7999430563890709006856701613305138698914315019190763857641472,00000000000004fa620000000000000000000000000000000000000000000000,5069754021619643373845897655085879478770985390811906157835,0000000000000000cec2b3a349057e988ea5d15e580386ce03465c64bd21ad0b,212810,373450753169415401850118416599327961573251328994866881615,1015144396164766081116625386979149783365596865937478527743,2.718281828459045,0.25583459801578556,False,neither,0,False,0,,373450753169415401850118416599327961573251328994866881615,1015144396164766081116625386979149783365596865937478527743
106,213696,215711,9047927233058169382412882048952728634925849476849852060008448,00000000000005a16b0000000000000000000000000000000000000000000000,6837909087265117557655741398346073549698669957335967334644,000000000000000116df1a19692a43f47c3f030ef08e0b939f4124788dc800f4,215578,373450753169415401850118416599327961573251328994866881615,1015144396164766081116625386979149783365596865937478527743,2.718281828459045,0.22618783838035442,False,neither,0,False,0,,373450753169415401850118416599327961573251328994866881615,1015144396164766081116625386979149783365596865937478527743
107,215712,217727,8296391419817537486273948666838217011279219811331013552898048,0000000000000529b10000000000000000000000000000000000000000000000,686043340429691137655974079182187727310461666477531263163,00000000000000001bfaa06e0d8c9aa94ce50ecf685d153e81f65e56546cf0bb,217293,373450753169415401850118416599327961573251328994866881615,1015144396164766081116625386979149783365596865937478527743,2.718281828459045,0.24667725992045558,True,new-second,1,False,0,,373450753169415401850118416599327961573251328994866881615,686043340429691137655974079182187727310461666477531263163
108,217728,219743,9081029136740872581753422344739175313292014241889017867010048,00000000000005a6b10000000000000000000000000000000000000000000000,2513273709622457610261524444417471833802613696305843513283,0000000000000000667fcd47233c5ab7c3a89df822b721737dc50cadd2ada7c3,218506,373450753169415401850118416599327961573251328994866881615,686043340429691137655974079182187727310461666477531263163,1.8370383098905374,0.15230249275498203,False,neither,0,False,0,,373450753169415401850118416599327961573251328994866881615,686043340429691137655974079182187727310461666477531263163
109,219744,221759,8230751570811169734692743946971314968326461977249645504495616,000000000000051f3c0000000000000000000000000000000000000000000000,12860585836542113076485503555156483097506732693113981308391,00000000000000020c7ec7f99afe971e8b90a4ea00f169a944a5e3d66d830de7,220192,373450753169415401850118416599327961573251328994866881615,686043340429691137655974079182187727310461666477531263163,1.8370383098905374,0.16803609760389737,False,neither,0,False,0,,373450753169415401850118416599327961573251328994866881615,686043340429691137655974079182187727310461666477531263163
110,221760,223775,7384127474250891166670391848516180960454656786677558849568768,00000000000004985c0000000000000000000000000000000000000000000000,479674377841141976323752261716047443725829375571407500394,0000000000000000139008bfda982356c5065c9035d6c7d588069d3e1b35746a,223079,373450753169415401850118416599327961573251328994866881615,686043340429691137655974079182187727310461666477531263163,1.8370383098905374,0.18730220721799865,True,new-second,1,False,0,,373450753169415401850118416599327961573251328994866881615,479674377841141976323752261716047443725829375571407500394
111,223776,225791,6172230000534146257480611019445716458048957888854766248787968,00000000000003d74b0000000000000000000000000000000000000000000000,2297628362749688304079406193628818755381460096226536025602,00000000000000005db45c013ec905bfe0191f66379f9008d08ad12014e16e02,225330,373450753169415401850118416599327961573251328994866881615,479674377841141976323752261716047443725829375571407500394,1.2844381053464855,0.15667328431443026,False,neither,0,False,0,,373450753169415401850118416599327961573251328994866881615,479674377841141976323752261716047443725829375571407500394
112,225792,227807,5561365017980676031428107027647386014985059524839404952616960,0000000000000375fa0000000000000000000000000000000000000000000000,8597447824001822049713916520678066262136494149247933577472,00000000000000015ea18b240ecfc9dc15a5889c333910cf12de3e4e2bfb7900,227723,373450753169415401850118416599327961573251328994866881615,479674377841141976323752261716047443725829375571407500394,1.2844381053464855,0.17388240883330244,False,neither,0,False,0,,373450753169415401850118416599327961573251328994866881615,479674377841141976323752261716047443725829375571407500394
113,227808,229823,4026319404534786334009451711043898716884778820756489262596096,00000000000002816e0000000000000000000000000000000000000000000000,1411678178543842555055389251003708485326595189183203223040,000000000000000039929b9e1c4aed919d55acb7edb565a52ac342c54973a600,228284,373450753169415401850118416599327961573251328994866881615,479674377841141976323752261716047443725829375571407500394,1.2844381053464855,0.24017556695541772,False,neither,0,False,0,,373450753169415401850118416599327961573251328994866881615,479674377841141976323752261716047443725829375571407500394
114,229824,231839,3513558656525386849113615662535622466519417660386833443323904,000000000000022fbe0000000000000000000000000000000000000000000000,418928372121281957705123896182902132777214756183808370591,00000000000000001115d0f81474bbb9ebb9a45e04597f2df39e0eba903b679f,231593,373450753169415401850118416599327961573251328994866881615,479674377841141976323752261716047443725829375571407500394,1.2844381053464855,0.27522624218377134,True,new-second,1,False,0,,373450753169415401850118416599327961573251328994866881615,418928372121281957705123896182902132777214756183808370591
115,231840,233855,3004083578955603829930099910053556479043735076695139267117056,00000000000001de940000000000000000000000000000000000000000000000,1123652743778154936786508650078047221229611249386729519164,00000000000000002dd37b66645642de4d42d17b62abf21092f48487d0c4383c,233475,373450753169415401850118416599327961573251328994866881615,418928372121281957705123896182902132777214756183808370591,1.121776749854982,0.28113718410262173,False,neither,0,False,0,,373450753169415401850118416599327961573251328994866881615,418928372121281957705123896182902132777214756183808370591
116,233856,235871,2675541054922611112919804040984964595022815308724929898217472,00000000000001aa3d0000000000000000000000000000000000000000000000,635105335318032860183081600984856364307795138543636047995,000000000000000019e6cf209f3509db56f45ad6f1f85287c1202f634911e87b,235719,373450753169415401850118416599327961573251328994866881615,418928372121281957705123896182902132777214756183808370591,1.121776749854982,0.31565936790341387,False,neither,0,False,0,,373450753169415401850118416599327961573251328994866881615,418928372121281957705123896182902132777214756183808370591
117,235872,237887,2409843108029446766213067266805752590003732794677225687351296,000000000000017fe90000000000000000000000000000000000000000000000,359676336925915078774006362305009328962550828244676036164,00000000000000000eab32386b8854581ca95f672ec9ccd96d2201c493f2c644,236166,373450753169415401850118416599327961573251328994866881615,418928372121281957705123896182902132777214756183808370591,1.121776749854982,0.3504624825502061,True,unique-min,1,False,0,,359676336925915078774006362305009328962550828244676036164,373450753169415401850118416599327961573251328994866881615
118,237888,239903,2218268905456883731807407021635746739577921454491297946533888,0000000000000161640000000000000000000000000000000000000000000000,155566129756877957177939281690389061013955286756511558542,000000000000000006582fa9652895fda92c757ae6beee9dfbc3932125b5ab8e,239572,359676336925915078774006362305009328962550828244676036164,373450753169415401850118416599327961573251328994866881615,1.0382966985296493,0.33939831033896944,True,unique-min,1,False,0,,155566129756877957177939281690389061013955286756511558542,359676336925915078774006362305009328962550828244676036164
119,239904,241919,1727551573307299192250197436766000536509732237655131060961280,0000000000000113370000000000000000000000000000000000000000000000,2109524483242127127209497821705855688464780632632184991416,00000000000000005608769808d97937da0c841908c18e1e2cfcfc3cc7b6eeb8,240542,155566129756877957177939281690389061013955286756511558542,359676336925915078774006362305009328962550828244676036164,2.3120478569983383,0.41973131595398205,False,neither,0,False,0,,155566129756877957177939281690389061013955286756511558542,359676336925915078774006362305009328962550828244676036164
120,241920,243935,1394031503757574068227953656553224448260418805016069352194048,00000000000000de150000000000000000000000000000000000000000000000,587881504959398913764325792563457497938414729225875632791,000000000000000017f9c4f0af122d4a8cd9607acfecaffa7445ba3fc4523297,242250,155566129756877957177939281690389061013955286756511558542,359676336925915078774006362305009328962550828244676036164,2.3120478569983383,0.5201514408305244,False,neither,0,False,0,,155566129756877957177939281690389061013955286756511558542,359676336925915078774006362305009328962550828244676036164
121,243936,245951,1263610003247723462826224891154624535497729630761756072607744,00000000000000c94e0000000000000000000000000000000000000000000000,114784973705050422488935971202453856347117940515097598224,000000000000000004ae693a1a8e740a33dd996c27ccc64217ed647e0b90d910,244583,155566129756877957177939281690389061013955286756511558542,359676336925915078774006362305009328962550828244676036164,2.3120478569983383,0.5738380460577057,True,unique-min,1,False,0,,114784973705050422488935971202453856347117940515097598224,155566129756877957177939281690389061013955286756511558542
122,245952,247967,1030450001678223668360152541055867895065240185756254103142400,00000000000000a4290000000000000000000000000000000000000000000000,709080031152646129541759328958783693011168348246130561027,00000000000000001ceb24157a3316477b4529b0c4d9be7636aedb05f8981003,247580,114784973705050422488935971202453856347117940515097598224,155566129756877957177939281690389061013955286756511558542,1.355283054353596,0.30435374552777167,False,neither,0,False,0,,114784973705050422488935971202453856347117940515097598224,155566129756877957177939281690389061013955286756511558542
123,247968,249983,862513010327976103705811440432628413487564277790886242287616,0000000000000089680000000000000000000000000000000000000000000000,316489584575181502478366441290518817390225500666523592200,00000000000000000ce84e315900096f772ddce728fe74eb01cb2f5ca9b8a608,248593,114784973705050422488935971202453856347117940515097598224,155566129756877957177939281690389061013955286756511558542,1.355283054353596,0.3636134340403856,False,neither,0,False,0,,114784973705050422488935971202453856347117940515097598224,155566129756877957177939281690389061013955286756511558542
124,249984,251999,720982641204331278205950312227594303241470815982254303477760,0000000000000072dbf200000000000000000000000000000000000000000000,510562768233047661340584349140741723226857408695805833249,000000000000000014d28626334cb5bcd8aad5b3a313239b7d669b232dfe7021,251897,114784973705050422488935971202453856347117940515097598224,155566129756877957177939281690389061013955286756511558542,1.355283054353596,0.4349914958645774,False,neither,0,False,0,,114784973705050422488935971202453856347117940515097598224,155566129756877957177939281690389061013955286756511558542
125,252000,254015,530591525189316709998942710962548491505413142398652303540224,0000000000000054873200000000000000000000000000000000000000000000,1213144380601647418184531436328495992258931119973895341086,00000000000000003179d17d1cabd671bf7e69b091c7dd01c9238332c515841e,252958,114784973705050422488935971202453856347117940515097598224,155566129756877957177939281690389061013955286756511558542,1.355283054353596,0.5910786409149014,False,neither,0,False,0,,114784973705050422488935971202453856347117940515097598224,155566129756877957177939281690389061013955286756511558542
126,254016,256031,410030579894253754102159787320079652501746816512444002729984,0000000000000041525700000000000000000000000000000000000000000000,303207141607420632141477609371364103845939719996107896008,00000000000000000c5da159125977d610e97afaad2b52c5641cf5d107cbb4c8,254962,114784973705050422488935971202453856347117940515097598224,155566129756877957177939281690389061013955286756511558542,1.355283054353596,0.76487299476724,False,neither,0,False,0,,114784973705050422488935971202453856347117940515097598224,155566129756877957177939281690389061013955286756511558542
127,256032,258047,310118479516817784682897231521434079438159381558537557639168,0000000000000031679c00000000000000000000000000000000000000000000,395855787071815364444010896394916164630206839749445589092,00000000000000001024ed60c2ba73e0889559327055555142adc48db1ba9864,257495,114784973705050422488935971202453856347117940515097598224,155566129756877957177939281690389061013955286756511558542,1.355283054353596,1.0112951607350384,False,neither,0,False,0,,114784973705050422488935971202453856347117940515097598224,155566129756877957177939281690389061013955286756511558542
128,258048,260063,239366800071949252578530950352093786414793290792735831228416,0000000000000026222200000000000000000000000000000000000000000000,7252006031482138833037568287922576202893110734813386595,0000000000000000004bb6e7e2661661ba9809062d90c3121933d6d02c8bd763,258283,114784973705050422488935971202453856347117940515097598224,155566129756877957177939281690389061013955286756511558542,1.355283054353596,1.3102122662608062,True,unique-min,3,False,0,,42227031981492650678318587923000379289475895251092750789,114784973705050422488935971202453856347117940515097598224
129,260064,262079,181156297885756721946540202079438048595571151633323613224960,000000000000001cdc2000000000000000000000000000000000000000000000,53988169268147886229933742571831719799903691163787469971,00000000000000000233a9ac6fe53eccfcd1a4f12a879daf568c8bb59fb22493,261713,42227031981492650678318587923000379289475895251092750789,114784973705050422488935971202453856347117940515097598224,2.718281828459045,1.277385935184624,True,new-second,2,True,1,2.1046406442660945,42227031981492650678318587923000379289475895251092750789,53988169268147886229933742571831719799903691163787469971
130,262080,264095,142431093377788751676361246670241704468765375727695350988800,0000000000000016b0ca00000000000000000000000000000000000000000000,107267268543253585157487465507993307928751840148313143152,0000000000000000045fec2b7f3f5405446d0db93047169dddaee25ba574f770,264067,42227031981492650678318587923000379289475895251092750789,53988169268147886229933742571831719799903691163787469971,1.278521523648878,0.7641600346063135,False,neither,0,False,0,,42227031981492650678318587923000379289475895251092750789,53988169268147886229933742571831719799903691163787469971
131,264096,266111,100696259189502783924473792493100546893980348528488767029248,00000000000000100ab600000000000000000000000000000000000000000000,48851521202442730669555507447007156566483398114600231894,000000000000000001fe089f351d417353a16c29a7535c775d888611296f23d6,265271,42227031981492650678318587923000379289475895251092750789,53988169268147886229933742571831719799903691163787469971,1.278521523648878,1.0808757953933241,True,new-second,1,False,0,,42227031981492650678318587923000379289475895251092750789,48851521202442730669555507447007156566483398114600231894
132,266112,268127,68962778243821519216393853205209897734463141354237780295680,000000000000000afc8500000000000000000000000000000000000000000000,244016552766144657078256048343733074999265062087434320,000000000000000000028c32e6952731326747bae4be8db0f832d6eea0362050,266381,42227031981492650678318587923000379289475895251092750789,48851521202442730669555507447007156566483398114600231894,1.1568779265342037,1.42808438482462,True,unique-min,2,False,0,,15534456927680139074143643310102980439401278798629618080,42227031981492650678318587923000379289475895251092750789
133,268128,270143,52765641310467331636297188681879886184148735229489015947264,000000000000000867f300000000000000000000000000000000000000000000,60760576256671905785484023724879391342000314896967498529,0000000000000000027a5eb956fee39ab7f1910e5a2155080ce9914dfedb7b21,269900,15534456927680139074143643310102980439401278798629618080,42227031981492650678318587923000379289475895251092750789,2.718281828459045,1.6133547202391656,False,neither,0,False,0,,15534456927680139074143643310102980439401278798629618080,42227031981492650678318587923000379289475895251092750789
134,270144,272159,44233472386696495417387091608220539804351405166731810832384,00000000000000070bfb00000000000000000000000000000000000000000000,4102827010773125187047817147363685994133549687776573165,0000000000000000002ad5e428b2c6bcf8056213c27361b222122f492b3176ed,271381,15534456927680139074143643310102980439401278798629618080,42227031981492650678318587923000379289475895251092750789,2.718281828459045,1.9245537797817676,True,unique-min,3,True,1,7.658287790442304,5714807333456810349805371600080952059362211886726550548,15534456927680139074143643310102980439401278798629618080
135,272160,274175,38110290672195532365762668664552282566878756832852091863040,0000000000000006124200000000000000000000000000000000000000000000,50486812923737627843033036409760591531264761792040956735,0000000000000000020f1b5f355602fefd96a8292eb15981c93f1f133c7e733f,272300,5714807333456810349805371600080952059362211886726550548,15534456927680139074143643310102980439401278798629618080,2.718281828459045,0.8217587589551429,False,neither,0,False,0,,5714807333456810349805371600080952059362211886726550548,15534456927680139074143643310102980439401278798629618080
136,274176,276191,29679649578007061283718812081441644170496168236939550392320,0000000000000004ba6e00000000000000000000000000000000000000000000,421568202486397548441056355552765767237599877778810487,0000000000000000000466c0ab58135a577e310efe613e390bb21b72226aa677,274352,5714807333456810349805371600080952059362211886726550548,15534456927680139074143643310102980439401278798629618080,2.718281828459045,1.05518311743848,True,unique-min,2,False,0,,2102360128234551825848374691629075584768064622981617392,5714807333456810349805371600080952059362211886726550548
137,276192,278207,22829202948393929850749706076701368331072452018388575715328,0000000000000003a30c00000000000000000000000000000000000000000000,42579454354901077448264937739787596216679288348608159965,000000000000000001bc8cdcebe9f801e75d798d72d03f0af6a2fcf2e2b9e0dd,277848,2102360128234551825848374691629075584768064622981617392,5714807333456810349805371600080952059362211886726550548,2.718281828459045,0.5046628920988875,False,neither,0,False,0,,2102360128234551825848374691629075584768064622981617392,5714807333456810349805371600080952059362211886726550548
138,278208,280223,19005913916847449503306572434028937600915626422125897711616,0000000000000003071f00000000000000000000000000000000000000000000,13553423196516911285511403354856980582842420926317135567,0000000000000000008d811c78f3f3b8b360fc2cd4bfab1f90c33d19325506cf,279963,2102360128234551825848374691629075584768064622981617392,5714807333456810349805371600080952059362211886726550548,2.718281828459045,0.6061824564003893,False,neither,0,False,0,,2102360128234551825848374691629075584768064622981617392,5714807333456810349805371600080952059362211886726550548
