geology,scenario,alpha,model,policy,horizon,trials,honest_deposits_mean,attack_deposits_mean,delta_mean,elasticity,delta_median,delta_p90,delta_p95,delta_p99,delta_maximum,maximum_prefix_delta_observed,probability_any_state_raising_selection,registered_conditional_success_probability,honest_k0_epochs_mean,honest_k1_epochs_mean,honest_k_ge_2_epochs_mean,honest_exact_p_k0_epochs_mean,honest_exact_p_k1_epochs_mean,honest_exact_p_k_ge_2_epochs_mean,attacked_counterfactual_k0_epochs_mean,attacked_counterfactual_k1_epochs_mean,attacked_counterfactual_k_ge_2_epochs_mean,attacked_counterfactual_exact_p_k0_epochs_mean,attacked_counterfactual_exact_p_k1_epochs_mean,attacked_counterfactual_exact_p_k_ge_2_epochs_mean,actual_attacked_k0_epochs_mean,actual_attacked_k1_epochs_mean,actual_attacked_k_ge_2_epochs_mean,selectable_epochs_mean,selection_attempt_epochs_mean,state_raising_selection_epochs_mean,harmful_selection_epochs_mean,discarded_valid_candidates_mean,replacement_discoveries_mean,attacker_replacements_mean,honest_replacements_mean,withheld_bitcoin_blocks_mean,bitcoin_reward_cost_mean_R,extra_sha_trials_mean,R_per_expected_global_marginal_deposit,attacker_captured_marginal_deposits_retain_share,R_per_expected_attacker_captured_deposit,divergence_duration_mean,probability_reconvergence_given_divergence,reconvergence_time_mean_given_observed,probability_terminal_state_diverged,terminal_g1_relative_difference_mean,terminal_g2_relative_difference_mean,private_fork_or_orphan_cost_R,latency_cost_R
c10-eclip,C-post-tip-plateau,1.0,upper,omniscient,2000,128,8.515625,8.59375,0.078125,0.009174311926605505,0.0,0.0,0.0,2.0,3.0,3.0,0.0703125,,1991.484375,8.4453125,0.0703125,1990.9623482467227,8.98912301808101,0.0485287351964146,1991.40625,8.515625,0.078125,1990.8727414363948,9.078324611871082,0.04893395173393133,,,,0.078125,0.078125,0.078125,0.0,0.078125,0.0,0.0,0.0,0.0,0.0,0.0,,,,95.4375,0.3333333333333333,703.6666666666666,0.046875,5.074176502045878e-09,1.1746635138328546e-08,0.0,0.0
c10-eclip,C-post-tip-plateau,1.0,upper,omniscient,10000,32,12.28125,12.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9987.71875,12.28125,0.0,9985.90690977737,14.041527341336282,0.05156288153050548,9987.71875,12.28125,0.0,9985.90690977737,14.041527341336282,0.05156288153050548,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,C-post-tip-plateau,1.0,upper,omniscient,100000,4,17.25,17.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,99982.75,17.25,0.0,99984.27631306433,15.683902529141966,0.03978441555222681,99982.75,17.25,0.0,99984.27631306433,15.683902529141966,0.03978441555222681,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,A,honest-publication,100,512,9.6953125,9.6953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,90.3046875,9.0,0.6953125,90.486175933526,8.847762294860063,0.6660617716139399,90.3046875,9.0,0.6953125,90.486175933526,8.847762294860063,0.6660617716139399,90.3046875,9.0,0.6953125,0.6953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,A,honest-publication,476,256,56.7890625,56.7890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,419.2109375,51.96875,4.8203125,419.5986918617927,51.7392583510314,4.66204978717586,419.2109375,51.96875,4.8203125,419.5986918617927,51.7392583510314,4.66204978717586,419.2109375,51.96875,4.8203125,4.8203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,A,honest-publication,800,256,97.91015625,97.91015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,702.08984375,89.58984375,8.3203125,702.3749007883545,89.40940900555321,8.215690206092356,702.08984375,89.58984375,8.3203125,702.3749007883545,89.40940900555321,8.215690206092356,702.08984375,89.58984375,8.3203125,8.3203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,A,honest-publication,2000,128,251.15625,251.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1748.84375,229.03125,22.125,1747.6153934019592,230.71317793531378,21.671428662726903,1748.84375,229.03125,22.125,1747.6153934019592,230.71317793531378,21.671428662726903,1748.84375,229.03125,22.125,22.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,A,honest-publication,10000,32,8041.75,8041.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1958.25,270.46875,7771.28125,1956.755538500872,273.34116713375744,7769.90329436537,1958.25,270.46875,7771.28125,1956.755538500872,273.34116713375744,7769.90329436537,1958.25,270.46875,7771.28125,7771.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,A,honest-publication,100000,4,98035.25,98035.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1964.75,262.5,97772.75,1953.4465145287938,276.32369304407575,97770.22979242713,1964.75,262.5,97772.75,1953.4465145287938,276.32369304407575,97770.22979242713,1964.75,262.5,97772.75,97772.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,A,prefer-shallow,100,512,9.6953125,9.701171875,0.005859375,0.0006043513295729251,0.0,0.0,0.0,0.0,2.0,2.0,0.005859375,,90.3046875,9.0,0.6953125,90.486175933526,8.847762294860063,0.6660617716139399,90.298828125,9.001953125,0.69921875,90.47996454730469,8.852812027008072,0.6672234256872309,90.298828125,9.0078125,0.693359375,0.69921875,0.005859375,0.005859375,0.0,0.005859375,0.005859375,0.0,0.005859375,0.005859375,0.005859375,2.422951111357412e+23,1.0,5.859375e-05,100.0,0.123046875,0.3333333333333333,16.0,0.00390625,3.420484186280874e-10,1.4041179244900891e-09,0.0,0.0
c10-eclip,D-growth-0.95,0.01,A,prefer-shallow,476,256,56.7890625,56.80078125,0.01171875,0.0002063557573256294,0.0,0.0,0.0,0.0,2.0,2.0,0.015625,,419.2109375,51.96875,4.8203125,419.5986918617927,51.7392583510314,4.66204978717586,419.19921875,51.9765625,4.82421875,419.58300054651244,51.75204295529716,4.664956498190405,419.19921875,51.99609375,4.8046875,4.82421875,0.01953125,0.01953125,0.0,0.01953125,0.01953125,0.0,0.01953125,0.01953125,0.01953125,1.7527251032666765e+30,1.6666666666666667,0.0001171875,166.66666666666669,0.8359375,1.0,49.0,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,A,prefer-shallow,800,256,97.91015625,97.9375,0.02734375,0.00027927388789148215,0.0,0.0,0.0,1.0,2.0,2.0,0.03515625,,702.08984375,89.58984375,8.3203125,702.3749007883545,89.40940900555321,8.215690206092356,702.0625,89.609375,8.328125,702.3521788565319,89.4277729601593,8.220048183308897,702.0625,89.6484375,8.2890625,8.328125,0.04296875,0.0390625,0.0,0.04296875,0.04296875,0.0,0.04296875,0.04296875,0.04296875,5.100849624130004e+36,1.5714285714285714,0.0002734375,157.14285714285714,1.109375,1.0,29.555555555555557,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,A,prefer-shallow,2000,128,251.15625,251.2421875,0.0859375,0.00034216747542615406,0.0,0.0,0.0,2.0,3.0,3.0,0.109375,,1748.84375,229.03125,22.125,1747.6153934019592,230.71317793531378,21.671428662726903,1748.7578125,229.0859375,22.15625,1747.504824605171,230.80271165607513,21.692463738753766,1748.7578125,229.203125,22.0390625,22.15625,0.1171875,0.1171875,0.0,0.1171875,0.1171875,0.0,0.1171875,0.1171875,0.1171875,3.5060091494192823e+61,1.3636363636363635,0.000859375,136.36363636363637,3.328125,1.0,26.714285714285715,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,A,prefer-shallow,10000,32,8041.75,8041.84375,0.09375,1.165791028072248e-05,0.0,0.0,1.0,2.0,2.0,2.0,0.15625,,1958.25,270.46875,7771.28125,1956.755538500872,273.34116713375744,7769.90329436537,1958.15625,270.53125,7771.3125,1956.6598995434215,273.42130054215704,7769.918799914421,1958.15625,270.6875,7771.15625,7771.3125,0.15625,0.15625,0.0,0.15625,0.15625,0.0,0.15625,0.15625,0.15625,1.4024036573888993e+62,1.6666666666666667,0.0009375,166.66666666666669,2.53125,1.0,16.2,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,A,prefer-shallow,100000,4,98035.25,98035.75,0.5,5.100206303344971e-06,0.0,2.0,2.0,2.0,2.0,2.0,0.5,,1964.75,262.5,97772.75,1953.4465145287938,276.32369304407575,97770.22979242713,1964.25,263.0,97772.75,1952.9267884884912,276.7907350813187,97770.28247643019,1964.25,263.5,97772.25,97772.75,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,3.096704723765588e+52,1.0,0.005,100.0,12.5,1.0,25.0,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,A,publish-minimum,100,512,9.6953125,9.6953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,90.3046875,9.0,0.6953125,90.486175933526,8.847762294860063,0.6660617716139399,90.3046875,9.0,0.6953125,90.486175933526,8.847762294860063,0.6660617716139399,90.3046875,9.0,0.6953125,0.6953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,A,publish-minimum,476,256,56.7890625,56.7890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,419.2109375,51.96875,4.8203125,419.5986918617927,51.7392583510314,4.66204978717586,419.2109375,51.96875,4.8203125,419.5986918617927,51.7392583510314,4.66204978717586,419.2109375,51.96875,4.8203125,4.8203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,A,publish-minimum,800,256,97.91015625,97.91015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,702.08984375,89.58984375,8.3203125,702.3749007883545,89.40940900555321,8.215690206092356,702.08984375,89.58984375,8.3203125,702.3749007883545,89.40940900555321,8.215690206092356,702.08984375,89.58984375,8.3203125,8.3203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,A,publish-minimum,2000,128,251.15625,251.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1748.84375,229.03125,22.125,1747.6153934019592,230.71317793531378,21.671428662726903,1748.84375,229.03125,22.125,1747.6153934019592,230.71317793531378,21.671428662726903,1748.84375,229.03125,22.125,22.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,A,publish-minimum,10000,32,8041.75,8041.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1958.25,270.46875,7771.28125,1956.755538500872,273.34116713375744,7769.90329436537,1958.25,270.46875,7771.28125,1956.755538500872,273.34116713375744,7769.90329436537,1958.25,270.46875,7771.28125,7771.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,A,publish-minimum,100000,4,98035.25,98035.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1964.75,262.5,97772.75,1953.4465145287938,276.32369304407575,97770.22979242713,1964.75,262.5,97772.75,1953.4465145287938,276.32369304407575,97770.22979242713,1964.75,262.5,97772.75,97772.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,A,state-aware,100,512,9.498046875,9.498046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,90.501953125,8.828125,0.669921875,90.2948644916032,9.005035450958093,0.7001000574386991,90.501953125,8.828125,0.669921875,90.2948644916032,9.005035450958093,0.7001000574386991,90.501953125,8.828125,0.669921875,0.669921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,A,state-aware,476,256,57.5625,57.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,418.4375,52.75,4.8125,418.8021544875864,52.41128685623984,4.786558656173759,418.4375,52.75,4.8125,418.8021544875864,52.41128685623984,4.786558656173759,418.4375,52.75,4.8125,4.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,A,state-aware,800,256,98.4296875,98.4296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,701.5703125,90.08203125,8.34765625,701.6998221155371,89.99758398640832,8.30259389805449,701.5703125,90.08203125,8.34765625,701.6998221155371,89.99758398640832,8.30259389805449,701.5703125,90.08203125,8.34765625,8.34765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,A,state-aware,2000,128,252.75,252.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1747.25,230.921875,21.828125,1748.2882613757843,230.12797136250137,21.583767261714115,1747.25,230.921875,21.828125,1748.2882613757843,230.12797136250137,21.583767261714115,1747.25,230.921875,21.828125,21.828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,A,state-aware,10000,32,8041.1875,8041.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1958.8125,272.0625,7769.125,1961.2122632505145,269.6836897448394,7769.104047004645,1958.8125,272.0625,7769.125,1961.2122632505145,269.6836897448394,7769.104047004645,1958.8125,272.0625,7769.125,7769.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,A,state-aware,100000,4,98035.0,98035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1965.0,264.25,97770.75,1961.496630579864,270.02320885179284,97768.48016056835,1965.0,264.25,97770.75,1961.496630579864,270.02320885179284,97768.48016056835,1965.0,264.25,97770.75,97770.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,B,honest-publication,100,512,9.58984375,9.58984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,90.41015625,8.94921875,0.640625,90.47363213929036,8.8620349925604,0.6643328681492421,90.41015625,8.94921875,0.640625,90.47363213929036,8.8620349925604,0.6643328681492421,90.41015625,8.94921875,0.640625,0.640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,B,honest-publication,476,256,57.23046875,57.23046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,418.76953125,52.51171875,4.71875,419.10996748993637,52.22946151675487,4.660570993308773,418.76953125,52.51171875,4.71875,419.10996748993637,52.22946151675487,4.660570993308773,418.76953125,52.51171875,4.71875,4.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,B,honest-publication,800,256,97.87109375,97.87109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,702.12890625,89.56640625,8.3046875,701.816563098195,89.9385953443035,8.244841557501429,702.12890625,89.56640625,8.3046875,701.816563098195,89.9385953443035,8.244841557501429,702.12890625,89.56640625,8.3046875,8.3046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,B,honest-publication,2000,128,252.609375,252.609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1747.390625,230.8984375,21.7109375,1745.3785303372442,232.6735686726726,21.947900990083433,1747.390625,230.8984375,21.7109375,1745.3785303372442,232.6735686726726,21.947900990083433,1747.390625,230.8984375,21.7109375,21.7109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,B,honest-publication,10000,32,8041.15625,8041.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1958.84375,271.71875,7769.4375,1960.399171298735,270.5105469189943,7769.090281782271,1958.84375,271.71875,7769.4375,1960.399171298735,270.5105469189943,7769.090281782271,1958.84375,271.71875,7769.4375,7769.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,B,honest-publication,100000,4,98038.25,98038.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1961.75,266.5,97771.75,1977.9272801726229,255.3694583731497,97766.70326145423,1961.75,266.5,97771.75,1977.9272801726229,255.3694583731497,97766.70326145423,1961.75,266.5,97771.75,97771.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,B,prefer-shallow,100,512,9.58984375,9.591796875,0.001953125,0.00020366598778004074,0.0,0.0,0.0,0.0,1.0,1.0,0.001953125,,90.41015625,8.94921875,0.640625,90.47363213929036,8.8620349925604,0.6643328681492421,90.408203125,8.951171875,0.640625,90.47242973392837,8.863023536159686,0.664546729911951,90.408203125,8.953125,0.638671875,0.640625,0.001953125,0.001953125,0.0,0.001953125,0.001953125,0.001953125,0.0,0.0,0.0,1.1759589155452643e+22,,1.953125e-05,,0.02734375,1.0,14.0,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,B,prefer-shallow,476,256,57.23046875,57.234375,0.00390625,6.825472663981981e-05,0.0,0.0,0.0,0.0,1.0,1.0,0.01953125,,418.76953125,52.51171875,4.71875,419.10996748993637,52.22946151675487,4.660570993308773,418.765625,52.515625,4.71875,419.10550238292956,52.233104003385634,4.6613936136848215,418.765625,52.53125,4.703125,4.71875,0.01953125,0.01953125,0.0,0.01953125,0.01953125,0.01953125,0.0,0.0,0.0,6.910848788210343e+29,,3.90625e-05,,0.296875,1.0,15.2,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,B,prefer-shallow,800,256,97.87109375,97.8828125,0.01171875,0.0001197365795250449,0.0,0.0,0.0,0.0,2.0,2.0,0.03125,,702.12890625,89.56640625,8.3046875,701.816563098195,89.9385953443035,8.244841557501429,702.1171875,89.578125,8.3046875,701.8059177799221,89.94719298058419,8.24688923949375,702.1171875,89.6015625,8.28125,8.3046875,0.03125,0.03125,0.0,0.03125,0.03125,0.03125,0.0,0.0,0.0,1.1331892461071934e+38,,0.0001171875,,0.671875,1.0,21.5,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,B,prefer-shallow,2000,128,252.609375,252.6640625,0.0546875,0.00021649038164161564,0.0,0.0,0.0,3.0,4.0,4.0,0.0703125,,1747.390625,230.8984375,21.7109375,1745.3785303372442,232.6735686726726,21.947900990083433,1747.3359375,230.9453125,21.71875,1745.3301761460975,232.71435853032094,21.955465323581734,1747.3359375,231.015625,21.6484375,21.71875,0.078125,0.078125,0.0,0.078125,0.078125,0.078125,0.0,0.0,0.0,1.3895950972071284e+66,,0.000546875,,2.5859375,0.8888888888888888,39.5,0.0078125,0.0,6.603492598083056e-53,0.0,0.0
c10-eclip,D-growth-0.95,0.01,B,prefer-shallow,10000,32,8041.15625,8041.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,,1958.84375,271.71875,7769.4375,1960.399171298735,270.5105469189943,7769.090281782271,1958.84375,271.71875,7769.4375,1960.386046073869,270.5213269832337,7769.092626942897,1958.84375,271.78125,7769.375,7769.4375,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0,0.0,0.0,4.012789806545556e+30,,0.0,,1.1875,1.0,19.0,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,B,prefer-shallow,100000,4,98038.25,98038.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,,1961.75,266.5,97771.75,1977.9272801726229,255.3694583731497,97766.70326145423,1961.75,266.5,97771.75,1977.8752765903623,255.40996961755388,97766.71475379208,1961.75,266.75,97771.5,97771.75,0.25,0.25,0.0,0.25,0.25,0.25,0.0,0.0,0.0,3.2102287413243963e+31,,0.0,,4.5,1.0,18.0,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,B,publish-minimum,100,512,9.58984375,9.58984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,90.41015625,8.94921875,0.640625,90.47363213929036,8.8620349925604,0.6643328681492421,90.41015625,8.94921875,0.640625,90.47363213929036,8.8620349925604,0.6643328681492421,90.41015625,8.94921875,0.640625,0.640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,B,publish-minimum,476,256,57.23046875,57.23046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,418.76953125,52.51171875,4.71875,419.10996748993637,52.22946151675487,4.660570993308773,418.76953125,52.51171875,4.71875,419.10996748993637,52.22946151675487,4.660570993308773,418.76953125,52.51171875,4.71875,4.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,B,publish-minimum,800,256,97.87109375,97.87109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,702.12890625,89.56640625,8.3046875,701.816563098195,89.9385953443035,8.244841557501429,702.12890625,89.56640625,8.3046875,701.816563098195,89.9385953443035,8.244841557501429,702.12890625,89.56640625,8.3046875,8.3046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,B,publish-minimum,2000,128,252.609375,252.609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1747.390625,230.8984375,21.7109375,1745.3785303372442,232.6735686726726,21.947900990083433,1747.390625,230.8984375,21.7109375,1745.3785303372442,232.6735686726726,21.947900990083433,1747.390625,230.8984375,21.7109375,21.7109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,B,publish-minimum,10000,32,8041.15625,8041.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1958.84375,271.71875,7769.4375,1960.399171298735,270.5105469189943,7769.090281782271,1958.84375,271.71875,7769.4375,1960.399171298735,270.5105469189943,7769.090281782271,1958.84375,271.71875,7769.4375,7769.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,B,publish-minimum,100000,4,98038.25,98038.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1961.75,266.5,97771.75,1977.9272801726229,255.3694583731497,97766.70326145423,1961.75,266.5,97771.75,1977.9272801726229,255.3694583731497,97766.70326145423,1961.75,266.5,97771.75,97771.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,B,state-aware,100,512,9.58984375,9.591796875,0.001953125,0.00020366598778004074,0.0,0.0,0.0,0.0,1.0,1.0,0.001953125,,90.41015625,8.94921875,0.640625,90.47363213929036,8.8620349925604,0.6643328681492421,90.408203125,8.951171875,0.640625,90.47242973392837,8.863023536159686,0.664546729911951,90.408203125,8.953125,0.638671875,0.640625,0.001953125,0.001953125,0.0,0.001953125,0.001953125,0.001953125,0.0,0.0,0.0,1.1759589155452643e+22,,1.953125e-05,,0.02734375,1.0,14.0,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,B,state-aware,476,256,57.23046875,57.234375,0.00390625,6.825472663981981e-05,0.0,0.0,0.0,0.0,1.0,1.0,0.01953125,,418.76953125,52.51171875,4.71875,419.10996748993637,52.22946151675487,4.660570993308773,418.765625,52.515625,4.71875,419.10550238292956,52.233104003385634,4.6613936136848215,418.765625,52.53125,4.703125,4.71875,0.01953125,0.01953125,0.0,0.01953125,0.01953125,0.01953125,0.0,0.0,0.0,6.910848788210343e+29,,3.90625e-05,,0.296875,1.0,15.2,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,B,state-aware,800,256,97.87109375,97.8828125,0.01171875,0.0001197365795250449,0.0,0.0,0.0,0.0,2.0,2.0,0.03125,,702.12890625,89.56640625,8.3046875,701.816563098195,89.9385953443035,8.244841557501429,702.1171875,89.578125,8.3046875,701.8059177799221,89.94719298058419,8.24688923949375,702.1171875,89.6015625,8.28125,8.3046875,0.03125,0.03125,0.0,0.03125,0.03125,0.03125,0.0,0.0,0.0,1.1331892461071934e+38,,0.0001171875,,0.671875,1.0,21.5,0.0,0.0,0.0,0.0,0.0
c10-eclip,D-growth-0.95,0.01,B,state-aware,2000,128,252.609375,252.6640625,0.0546875,0.00021649038164161564,0.0,0.0,0.0,3.0,4.0,4.0,0.0703125,,1747.390625,230.8984375,21.7109375,1745.3785303372442,232.6735686726726,21.947900990083433,1747.3359375,230.9453125,21.71875,1745.3301761460975,232.71435853032094,21.955465323581734,1747.3359375,231.015625,21.6484375,21.71875,0.078125,0.078125,0.0,0.078125,0.078125,0.078125,0.0,0.0,0.0,1.3895950972071284e+66,,0.000546875,,2.5859375,0.8888888888888888,39.5,0.0078125,0.0,6.603492598083056e-53,0.0,0.0
