geology,scenario,alpha,model,policy,horizon,trials,honest_deposits_mean,attack_deposits_mean,delta_mean,elasticity,delta_median,delta_p90,delta_p95,delta_p99,delta_maximum,maximum_prefix_delta_observed,probability_any_state_raising_selection,registered_conditional_success_probability,honest_k0_epochs_mean,honest_k1_epochs_mean,honest_k_ge_2_epochs_mean,attacked_counterfactual_k0_epochs_mean,attacked_counterfactual_k1_epochs_mean,attacked_counterfactual_k_ge_2_epochs_mean,actual_attacked_k0_epochs_mean,actual_attacked_k1_epochs_mean,actual_attacked_k_ge_2_epochs_mean,honest_exact_p_k0_epochs_mean,honest_exact_p_k1_epochs_mean,honest_exact_p_k_ge_2_epochs_mean,attacked_counterfactual_exact_p_k0_epochs_mean,attacked_counterfactual_exact_p_k1_epochs_mean,attacked_counterfactual_exact_p_k_ge_2_epochs_mean,selectable_epochs_mean,selection_attempt_epochs_mean,state_raising_selection_epochs_mean,harmful_selection_epochs_mean,discarded_valid_candidates_mean,replacement_discoveries_mean,attacker_replacements_mean,honest_replacements_mean,withheld_bitcoin_blocks_mean,bitcoin_reward_cost_mean_R,extra_sha_trials_mean,R_per_expected_global_marginal_deposit,attacker_captured_marginal_deposits_retain_share,R_per_expected_attacker_captured_deposit,divergence_duration_mean,probability_reconvergence_given_divergence,reconvergence_time_mean_given_observed,probability_terminal_state_diverged,terminal_g1_relative_difference_mean,terminal_g2_relative_difference_mean,private_fork_or_orphan_cost_R,latency_cost_R
raw-record,A-constant,0.3,A,prefer-shallow,100,256,0.40234375,0.40234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,99.59765625,0.3984375,0.00390625,99.59765625,0.3984375,0.00390625,99.59765625,0.3984375,0.00390625,99.55894982233188,0.4399865652619074,0.0010636124061434563,99.55894982233188,0.4399865652619074,0.0010636124061434563,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
raw-record,A-constant,0.3,A,prefer-shallow,476,256,1.4609375,1.4609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,474.5390625,1.45703125,0.00390625,474.5390625,1.45703125,0.00390625,474.5390625,1.45703125,0.00390625,474.55287277051366,1.4440530878757885,0.0030741416113232683,474.55287277051366,1.4440530878757885,0.0030741416113232683,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
raw-record,A-constant,0.3,A,prefer-shallow,800,256,1.9140625,1.9140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,798.0859375,1.91015625,0.00390625,798.0859375,1.91015625,0.00390625,798.0859375,1.91015625,0.00390625,798.1040385444933,1.892297953183909,0.0036635023230967676,798.1040385444933,1.892297953183909,0.0036635023230967676,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
raw-record,A-constant,0.3,A,prefer-shallow,2000,128,2.84375,2.84375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1997.15625,2.84375,0.0,1997.15625,2.84375,0.0,1997.15625,2.84375,0.0,1997.1809841516706,2.814501423609404,0.004514424714746461,1997.1809841516706,2.814501423609404,0.004514424714746461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
raw-record,A-constant,0.3,A,prefer-shallow,10000,32,4.6875,4.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9995.3125,4.6875,0.0,9995.3125,4.6875,0.0,9995.3125,4.6875,0.0,9995.392380497098,4.6023014755081855,0.005318027241153936,9995.392380497098,4.6023014755081855,0.005318027241153936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
raw-record,A-constant,0.3,B,prefer-shallow,100,256,0.44140625,0.44140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,99.55859375,0.44140625,0.0,99.55859375,0.44140625,0.0,99.55859375,0.44140625,0.0,99.5585134331535,0.440425312612724,0.0010612542337030688,99.5585134331535,0.440425312612724,0.0010612542337030688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
raw-record,A-constant,0.3,B,prefer-shallow,476,256,1.5078125,1.5078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,474.4921875,1.5078125,0.0,474.4921875,1.5078125,0.0,474.4921875,1.5078125,0.0,474.56004016066146,1.4369468397272358,0.003012999611379687,474.56004016066146,1.4369468397272358,0.003012999611379687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
raw-record,A-constant,0.3,B,prefer-shallow,800,256,1.92578125,1.92578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,798.07421875,1.92578125,0.0,798.07421875,1.92578125,0.0,798.07421875,1.92578125,0.0,798.0868713733538,1.9094751406856614,0.0036534859604955647,798.0868713733538,1.9094751406856614,0.0036534859604955647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
raw-record,A-constant,0.3,B,prefer-shallow,2000,128,2.7421875,2.7421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1997.2578125,2.7421875,0.0,1997.2578125,2.7421875,0.0,1997.2578125,2.7421875,0.0,1997.2008062420261,2.7949633397233447,0.004230418258492008,1997.2008062420261,2.7949633397233447,0.004230418258492008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
raw-record,A-constant,0.3,B,prefer-shallow,10000,32,4.46875,4.46875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9995.53125,4.46875,0.0,9995.53125,4.46875,0.0,9995.53125,4.46875,0.0,9995.644874993637,4.350700604978172,0.0044244012698682255,9995.644874993637,4.350700604978172,0.0044244012698682255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
raw-record,A-constant,0.5,A,prefer-shallow,100,256,0.48828125,0.48828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,99.51171875,0.48828125,0.0,99.51171875,0.48828125,0.0,99.51171875,0.48828125,0.0,99.55661756532302,0.44231717280190386,0.0010652618750138152,99.55661756532302,0.44231717280190386,0.0010652618750138152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
raw-record,A-constant,0.5,A,prefer-shallow,476,256,1.47265625,1.47265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,474.52734375,1.47265625,0.0,474.52734375,1.47265625,0.0,474.52734375,1.47265625,0.0,474.54462537475706,1.45232636762845,0.003048257615160333,474.54462537475706,1.45232636762845,0.003048257615160333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
raw-record,A-constant,0.5,A,prefer-shallow,800,256,1.92578125,1.92578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,798.07421875,1.92578125,0.0,798.07421875,1.92578125,0.0,798.07421875,1.92578125,0.0,798.0421453393104,1.9541080340080315,0.003746626682580143,798.0421453393104,1.9541080340080315,0.003746626682580143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
raw-record,A-constant,0.5,A,prefer-shallow,2000,128,2.9375,2.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1997.0625,2.9375,0.0,1997.0625,2.9375,0.0,1997.0625,2.9375,0.0,1997.0843188946844,2.9111680255261145,0.004513079795917783,1997.0843188946844,2.9111680255261145,0.004513079795917783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
raw-record,A-constant,0.5,A,prefer-shallow,10000,32,4.6875,4.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9995.3125,4.6875,0.0,9995.3125,4.6875,0.0,9995.3125,4.6875,0.0,9995.435726445672,4.559236338221001,0.005037215819650743,9995.435726445672,4.559236338221001,0.005037215819650743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
raw-record,A-constant,0.5,B,prefer-shallow,100,256,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,99.5,0.49609375,0.00390625,99.5,0.49609375,0.00390625,99.5,0.49609375,0.00390625,99.56285539299631,0.4360973889729426,0.001047218030680412,99.56285539299631,0.4360973889729426,0.001047218030680412,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
raw-record,A-constant,0.5,B,prefer-shallow,476,256,1.51171875,1.51171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,474.48828125,1.5078125,0.00390625,474.48828125,1.5078125,0.00390625,474.48828125,1.5078125,0.00390625,474.53809525896594,1.4588322621589542,0.003072478875704467,474.53809525896594,1.4588322621589542,0.003072478875704467,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
raw-record,A-constant,0.5,B,prefer-shallow,800,256,2.046875,2.046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,797.953125,2.04296875,0.00390625,797.953125,2.04296875,0.00390625,797.953125,2.04296875,0.00390625,798.0529767132927,1.9432974488393668,0.003725837868571191,798.0529767132927,1.9432974488393668,0.003725837868571191,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
raw-record,A-constant,0.5,B,prefer-shallow,2000,128,2.75,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1997.25,2.7421875,0.0078125,1997.25,2.7421875,0.0078125,1997.25,2.7421875,0.0078125,1997.181260744468,2.814531480614457,0.004207774916381638,1997.181260744468,2.814531480614457,0.004207774916381638,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
raw-record,A-constant,0.5,B,prefer-shallow,10000,32,4.34375,4.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9995.65625,4.34375,0.0,9995.65625,4.34375,0.0,9995.65625,4.34375,0.0,9995.627621481164,4.367702087207945,0.004676431738822414,9995.627621481164,4.367702087207945,0.004676431738822414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
raw-record,D-growth-0.75,0.1,A,prefer-shallow,100,256,21.6328125,21.953125,0.3203125,0.014806789454676778,0.0,1.0,2.0,5.0,10.0,10.0,0.24609375,,78.3671875,16.203125,5.4296875,78.046875,16.44140625,5.51171875,78.046875,16.6484375,5.3046875,77.93761048339444,16.742061484056194,5.320328032549374,77.66393497586338,16.890871512078046,5.4451935120585695,5.51171875,0.32421875,0.30078125,0.0,0.33203125,0.33203125,0.03515625,0.296875,0.33203125,0.33203125,2.3324592114285704e+34,1.0365853658536586,0.032031250000000004,10.365853658536585,1.34765625,0.9523809523809523,4.866666666666666,0.01953125,1.2054400680573889e-18,1.2054400680573889e-18,0.0,0.0
raw-record,D-growth-0.75,0.1,A,prefer-shallow,476,256,171.73046875,172.92578125,1.1953125,0.006960398516934695,0.0,3.0,5.0,9.0,11.0,11.0,0.71484375,,304.26953125,74.625,97.10546875,303.07421875,75.3203125,97.60546875,303.07421875,76.203125,96.72265625,304.01672078475104,74.84246185004211,97.14081736520697,302.838934327364,75.43797651154948,97.72308916108668,97.60546875,1.41015625,1.30078125,0.0,1.4375,1.4375,0.15625,1.28125,1.4375,1.4375,9.034881378281101e+71,1.2026143790849673,0.11953125,12.026143790849673,5.66796875,1.0,4.923497267759563,0.0,0.0,0.0,0.0,0.0
raw-record,D-growth-0.75,0.1,A,prefer-shallow,800,256,495.73046875,496.92578125,1.1953125,0.00241121451141387,0.0,3.0,5.0,9.0,11.0,11.0,0.71484375,,304.26953125,74.625,421.10546875,303.07421875,75.3203125,421.60546875,303.07421875,76.203125,420.72265625,304.01672078475104,74.84246185004211,421.140817365207,302.838934327364,75.43797651154948,421.7230891610867,421.60546875,1.41015625,1.30078125,0.0,1.4375,1.4375,0.15625,1.28125,1.4375,1.4375,9.034881378281101e+71,1.2026143790849673,0.11953125,12.026143790849673,5.66796875,1.0,4.923497267759563,0.0,0.0,0.0,0.0,0.0
raw-record,D-growth-0.75,0.1,A,prefer-shallow,2000,128,1695.875,1696.921875,1.046875,0.0006173067000810791,0.0,3.0,5.0,7.0,9.0,9.0,0.6640625,,304.125,74.8984375,1620.9765625,303.078125,75.5,1621.421875,303.078125,76.3125,1620.609375,303.6026415628283,75.12600672763364,1621.271351709538,302.56161190355147,75.62947568488627,1621.8089124115625,1621.421875,1.2265625,1.1328125,0.0,1.25,1.25,0.109375,1.140625,1.25,1.25,2.956062606742004e+71,1.1940298507462686,0.1046875,11.940298507462686,5.2421875,1.0,5.141176470588236,0.0,0.0,0.0,0.0,0.0
raw-record,D-growth-0.75,0.1,A,prefer-shallow,10000,32,9696.75,9698.0625,1.3125,0.0001353546291283162,0.0,4.0,6.0,7.0,7.0,7.0,0.59375,,303.25,75.84375,9620.90625,301.9375,76.875,9621.1875,301.9375,77.75,9620.3125,304.7829223558201,74.4214200507145,9620.795657593466,303.6273066183371,74.95719265194123,9621.415500729721,9621.1875,1.09375,1.0625,0.0,1.09375,1.09375,0.03125,1.0625,1.09375,1.09375,9.895897748478646e+70,0.8333333333333334,0.13125,8.333333333333332,5.78125,1.0,5.631578947368421,0.0,0.0,0.0,0.0,0.0
raw-record,D-growth-0.75,0.1,B,prefer-shallow,100,256,22.4140625,22.6640625,0.25,0.011153712094806553,0.0,1.0,2.0,4.0,8.0,8.0,0.33203125,,77.5859375,17.078125,5.3359375,77.3359375,17.16796875,5.49609375,77.3359375,17.453125,5.2109375,77.6612996578853,16.87807139402605,5.460628948088657,77.37042115295775,17.016764810515802,5.6128140365264585,5.49609375,0.41015625,0.390625,0.0,0.42578125,0.42578125,0.42578125,0.0,0.0,0.0,4.074265543513175e+34,,0.025,,1.40625,0.9176470588235294,3.923076923076923,0.03515625,1.5976761520214607e-18,1.5976761520214607e-18,0.0,0.0
raw-record,D-growth-0.75,0.1,B,prefer-shallow,476,256,172.671875,173.76171875,1.08984375,0.006311646004886436,0.0,3.0,5.0,7.0,9.0,9.0,0.7578125,,303.328125,75.19140625,97.48046875,302.23828125,75.71875,98.04296875,302.23828125,76.75390625,97.0078125,303.6037973150915,75.11445842148419,97.28174426342436,302.4572415218139,75.68146286058162,97.86129561760458,98.04296875,1.65234375,1.5234375,0.0,1.6875,1.6875,1.6875,0.0,0.0,0.0,8.296235375617893e+71,,0.10898437500000001,,6.06640625,1.0,4.139175257731959,0.0,0.0,0.0,0.0,0.0
raw-record,D-growth-0.75,0.1,B,prefer-shallow,800,256,496.671875,497.76171875,1.08984375,0.002194293264542108,0.0,3.0,5.0,7.0,9.0,9.0,0.7578125,,303.328125,75.19140625,421.48046875,302.23828125,75.71875,422.04296875,302.23828125,76.75390625,421.0078125,303.6037973150915,75.11445842148419,421.28174426342434,302.4572415218139,75.68146286058162,421.8612956176046,422.04296875,1.65234375,1.5234375,0.0,1.6875,1.6875,1.6875,0.0,0.0,0.0,8.296235375617893e+71,,0.10898437500000001,,6.06640625,1.0,4.139175257731959,0.0,0.0,0.0,0.0,0.0
raw-record,D-growth-0.75,0.1,B,prefer-shallow,2000,128,1697.203125,1698.265625,1.0625,0.0006260299573747249,0.0,3.0,4.0,6.0,7.0,7.0,0.75,,302.796875,75.9609375,1621.2421875,301.734375,76.4296875,1621.8359375,301.734375,77.421875,1620.84375,303.7171311652865,75.21889761749698,1621.0639712172165,302.6483057856421,75.71518434460161,1621.6365098697563,1621.8359375,1.765625,1.5859375,0.0,1.8125,1.8125,1.8125,0.0,0.0,0.0,1.0754785899944043e+72,,0.10625000000000001,,5.875,1.0,3.78125,0.0,0.0,0.0,0.0,0.0
raw-record,D-growth-0.75,0.1,B,prefer-shallow,10000,32,9696.71875,9697.875,1.15625,0.00011924136708615995,0.0,3.0,5.0,7.0,7.0,7.0,0.78125,,303.28125,74.65625,9622.0625,302.125,75.3125,9622.5625,302.125,76.34375,9621.53125,304.104074703829,74.98409667674589,9620.911828619424,303.0390816051856,75.47905072304215,9621.481867671773,9622.5625,1.75,1.53125,0.0,1.78125,1.78125,1.78125,0.0,0.0,0.0,1.5506073017926642e+72,,0.115625,,5.78125,1.0,3.8,0.0,0.0,0.0,0.0,0.0
raw-record,D-growth-0.75,0.3,A,prefer-shallow,100,256,22.125,22.7734375,0.6484375,0.029307909604519775,0.0,2.0,3.0,8.0,10.0,10.0,0.5390625,,77.875,16.765625,5.359375,77.2265625,17.078125,5.6953125,77.2265625,17.7421875,5.03125,77.69893059673078,16.87741570889944,5.423653694369777,77.05835699232092,17.17987399072417,5.761769016954908,5.6953125,1.01171875,0.92578125,0.0,1.0703125,1.0703125,0.30859375,0.76171875,1.0703125,1.0703125,7.110884102297058e+34,1.6506024096385543,0.19453125,5.502008032128514,3.4453125,0.9710144927536232,4.358208955223881,0.03125,2.357488636979654e-18,2.357488636979654e-18,0.0,0.0
raw-record,D-growth-0.75,0.3,A,prefer-shallow,476,256,173.07421875,176.171875,3.09765625,0.017897849098336607,2.0,7.0,8.0,11.0,25.0,25.0,0.984375,,302.92578125,75.19921875,97.875,299.828125,76.6875,99.484375,299.828125,79.7109375,96.4609375,302.01515635250144,75.86624946422673,98.11859418327195,298.9136397507085,77.34515056294495,99.74120968634666,99.484375,4.68359375,4.31640625,0.0,4.93359375,4.93359375,1.3125,3.62109375,4.93359375,4.93359375,2.063132839680631e+72,1.5926860025220682,0.9292968749999999,5.308953341740228,16.0625,1.0,4.361111111111111,0.0,0.0,0.0,0.0,0.0
raw-record,D-growth-0.75,0.3,A,prefer-shallow,800,256,497.07421875,500.171875,3.09765625,0.006231778139268061,2.0,7.0,8.0,11.0,25.0,25.0,0.984375,,302.92578125,75.19921875,421.875,299.828125,76.6875,423.484375,299.828125,79.7109375,420.4609375,302.01515635250144,75.86624946422673,422.11859418327197,298.9136397507085,77.34515056294495,423.7412096863467,423.484375,4.68359375,4.31640625,0.0,4.93359375,4.93359375,1.3125,3.62109375,4.93359375,4.93359375,2.063132839680631e+72,1.5926860025220682,0.9292968749999999,5.308953341740228,16.0625,1.0,4.361111111111111,0.0,0.0,0.0,0.0,0.0
raw-record,D-growth-0.75,0.3,A,prefer-shallow,2000,128,1697.1328125,1700.2890625,3.15625,0.0018597542730616435,2.0,7.0,8.0,11.0,13.0,13.0,0.984375,,302.8671875,75.5390625,1621.59375,299.7109375,77.015625,1623.2734375,299.7109375,79.96875,1620.3203125,302.1815925027142,75.85420959355844,1621.9641979037274,299.0078828270938,77.36548571260087,1623.6266314603054,1623.2734375,4.6015625,4.2890625,0.0,4.8203125,4.8203125,1.1484375,3.671875,4.8203125,4.8203125,2.176144980259034e+72,1.5272277227722773,0.9468749999999999,5.090759075907592,16.375,1.0,4.992063492063492,0.0,0.0,0.0,0.0,0.0
raw-record,D-growth-0.75,0.3,A,prefer-shallow,10000,32,9695.5625,9698.625,3.0625,0.00031586615010733004,2.0,6.0,7.0,9.0,9.0,9.0,0.96875,,304.4375,75.96875,9619.59375,301.375,77.71875,9620.90625,301.375,80.46875,9618.15625,304.84310607548184,74.32855197738041,9620.828341947137,302.0532179140938,75.54517385920109,9622.401608226706,9620.90625,4.15625,4.03125,0.0,4.46875,4.46875,1.21875,3.25,4.46875,4.46875,2.9361147427819745e+72,1.4591836734693877,0.91875,4.863945578231292,14.34375,1.0,3.2580645161290325,0.0,0.0,0.0,0.0,0.0
raw-record,D-growth-0.75,0.3,B,prefer-shallow,100,256,22.01953125,22.73828125,0.71875,0.03264147596239134,0.0,2.0,4.0,6.0,9.0,9.0,0.61328125,,77.98046875,16.51171875,5.5078125,77.26171875,16.8828125,5.85546875,77.26171875,17.56640625,5.171875,77.69573081081639,16.914732847288345,5.389536341895274,77.03429703655681,17.256231626980814,5.709471336462382,5.85546875,1.078125,0.96484375,0.0,1.1328125,1.1328125,1.1328125,0.0,0.0,0.0,1.0884713900172064e+35,,0.21562499999999998,,3.453125,0.9490445859872612,4.496644295302014,0.06640625,5.392222620439838e-18,5.392222620439838e-18,0.0,0.0
raw-record,D-growth-0.75,0.3,B,prefer-shallow,476,256,172.21875,175.26171875,3.04296875,0.017669207040464527,2.0,6.0,8.0,14.0,17.0,17.0,0.98828125,,303.78125,74.68359375,97.53515625,300.73828125,76.01953125,99.2421875,300.73828125,79.01953125,96.2421875,303.1845780567624,75.26433947640722,97.55108246683051,300.02240834029453,76.75591374982604,99.22167790987955,99.2421875,4.65625,4.30078125,0.0,4.94921875,4.94921875,4.94921875,0.0,0.0,0.0,1.3880186973696056e+72,,0.912890625,,15.56640625,1.0,4.3438735177865615,0.0,0.0,0.0,0.0,0.0
raw-record,D-growth-0.75,0.3,B,prefer-shallow,800,256,496.21875,499.26171875,3.04296875,0.006132313117954531,2.0,6.0,8.0,14.0,17.0,17.0,0.98828125,,303.78125,74.68359375,421.53515625,300.73828125,76.01953125,423.2421875,300.73828125,79.01953125,420.2421875,303.1845780567624,75.26433947640722,421.5510824668305,300.02240834029453,76.75591374982604,423.22167790987953,423.2421875,4.65625,4.30078125,0.0,4.94921875,4.94921875,4.94921875,0.0,0.0,0.0,1.3880186973696056e+72,,0.912890625,,15.56640625,1.0,4.3438735177865615,0.0,0.0,0.0,0.0,0.0
raw-record,D-growth-0.75,0.3,B,prefer-shallow,2000,128,1696.6796875,1699.609375,2.9296875,0.0017267180844940716,2.0,6.0,8.0,15.0,17.0,17.0,0.984375,,303.3203125,75.4375,1621.2421875,300.390625,76.8359375,1622.7734375,300.390625,79.765625,1619.84375,303.1931309740685,75.2267253063406,1621.580143719591,300.12996506602,76.63989369457109,1623.230141239409,1622.7734375,4.53125,4.1953125,0.0,4.8203125,4.8203125,4.8203125,0.0,0.0,0.0,1.39855927380229e+72,,0.87890625,,14.828125,1.0,4.111111111111111,0.0,0.0,0.0,0.0,0.0
raw-record,D-growth-0.75,0.3,B,prefer-shallow,10000,32,9695.0625,9698.0625,3.0,0.00030943585974819657,2.0,6.0,8.0,11.0,11.0,11.0,0.9375,,304.9375,74.15625,9620.90625,301.9375,75.71875,9622.34375,301.9375,78.59375,9619.46875,303.65153209614135,74.59626806287643,9621.752199840983,300.57027364681704,75.9588143151638,9623.47091203802,9622.34375,4.5,4.09375,0.0,4.71875,4.71875,4.71875,0.0,0.0,0.0,3.317860585922836e+72,,0.8999999999999999,,14.28125,1.0,5.466666666666667,0.0,0.0,0.0,0.0,0.0
raw-record,D-growth-0.75,0.5,A,prefer-shallow,100,256,21.81640625,23.1328125,1.31640625,0.0603401969561325,0.0,4.0,6.0,9.0,11.0,11.0,0.76171875,,78.18359375,16.69921875,5.1171875,76.8671875,17.35546875,5.77734375,76.8671875,18.5390625,4.59375,78.21989069262183,16.589135913924142,5.190973393454027,76.906688643584,17.267926391617788,5.825384964798209,5.77734375,1.70703125,1.625,0.0,1.8828125,1.8828125,0.92578125,0.95703125,1.8828125,1.8828125,1.0264307857660686e+35,1.4302670623145401,0.658203125,2.8605341246290803,6.23828125,0.9692307692307692,5.068783068783069,0.0625,4.258695445124538e-18,4.258695445124538e-18,0.0,0.0
raw-record,D-growth-0.75,0.5,A,prefer-shallow,476,256,172.24609375,177.97265625,5.7265625,0.03324639981857353,5.0,11.0,13.0,16.0,20.0,20.0,0.9921875,,303.75390625,75.1171875,97.12890625,298.02734375,77.93359375,100.0390625,298.02734375,83.16015625,94.8125,303.9327019556757,74.79452759667254,97.27277044765184,298.15539405395583,77.62144457350843,100.22316137253584,100.0390625,7.55859375,7.17578125,0.0,8.5,8.5,4.19140625,4.30859375,8.5,8.5,2.501477082997579e+72,1.4843110504774897,2.86328125,2.9686221009549794,27.70703125,1.0,4.830708661417323,0.0,0.0,0.0,0.0,0.0
raw-record,D-growth-0.75,0.5,A,prefer-shallow,800,256,496.24609375,501.97265625,5.7265625,0.011539763379749525,5.0,11.0,13.0,16.0,20.0,20.0,0.9921875,,303.75390625,75.1171875,421.12890625,298.02734375,77.93359375,424.0390625,298.02734375,83.16015625,418.8125,303.9327019556757,74.79452759667254,421.27277044765185,298.15539405395583,77.62144457350843,424.22316137253586,424.0390625,7.55859375,7.17578125,0.0,8.5,8.5,4.19140625,4.30859375,8.5,8.5,2.501477082997579e+72,1.4843110504774897,2.86328125,2.9686221009549794,27.70703125,1.0,4.830708661417323,0.0,0.0,0.0,0.0,0.0
raw-record,D-growth-0.75,0.5,A,prefer-shallow,2000,128,1695.1875,1701.1484375,5.9609375,0.003516388305128489,5.0,11.0,13.0,16.0,16.0,16.0,0.984375,,304.8125,74.25,1620.9375,298.8515625,77.296875,1623.8515625,298.8515625,82.40625,1618.7421875,305.19703099888636,73.96221480276502,1620.8407541983488,299.2009654061576,76.86790191000101,1623.9311326838415,1623.8515625,7.5078125,7.1171875,0.0,8.5,8.5,4.3125,4.1875,8.5,8.5,3.0145456392543355e+72,1.4259501965923984,2.98046875,2.851900393184797,28.09375,1.0,5.015873015873016,0.0,0.0,0.0,0.0,0.0
raw-record,D-growth-0.75,0.5,A,prefer-shallow,10000,32,9695.0625,9701.3125,6.25,0.0006446580411420762,5.0,11.0,15.0,16.0,16.0,16.0,0.96875,,304.9375,73.90625,9621.15625,298.6875,77.09375,9624.21875,298.6875,82.34375,9618.96875,305.45194340858467,74.0660331838137,9620.482023407601,299.1046703535954,77.22815964393845,9623.667170002465,9624.21875,7.4375,7.125,0.0,8.4375,8.4375,4.875,3.5625,8.4375,8.4375,6.816210419375804e+71,1.35,3.125,2.7,29.21875,1.0,5.387096774193548,0.0,0.0,0.0,0.0,0.0
raw-record,D-growth-0.75,0.5,B,prefer-shallow,100,256,21.890625,23.13671875,1.24609375,0.05692362598144183,1.0,4.0,5.0,8.0,9.0,9.0,0.7890625,,78.109375,16.78125,5.109375,76.86328125,17.359375,5.77734375,76.86328125,18.54296875,4.59375,78.36930460795186,16.412808854351212,5.217886537696929,77.02775053151899,17.084639908745704,5.8876095597353135,5.77734375,1.72265625,1.6484375,0.0,1.90625,1.90625,1.90625,0.0,0.0,0.0,1.2327423888959397e+35,,0.623046875,,6.453125,0.9851485148514851,5.180904522613066,0.05859375,4.299501934045174e-18,4.299501934045174e-18,0.0,0.0
