epoch,target,epoch_minimum,epoch_minimum_height,pre_g1,pre_g2,post_g1,post_g2,transition,deposit,ratio_g2_g1,q,lambda,canonical_k,qualifier_hashes,qualifier_heights,ownership,network_selection_opportunity
215,104283029085035157753191385936387396702868516379761311744,37725247088955664816880494119209068800918328755471242,435177,6228908493061152663119977146625125247747846173494216,7454892593984592460058730579129451627137415313279074,6228908493061152663119977146625125247747846173494216,7454892593984592460058730579129451627137415313279074,neither,False,1.196821658608270652653359939,0.00007148711213505003390661647043,0.1441180180642608683557388044,0,,,unspecified,False
216,106299667504289830835845558415962632664710558339861315584,34823717343169696150180858615324130883836022207178415,437178,6228908493061152663119977146625125247747846173494216,7454892593984592460058730579129451627137415313279074,6228908493061152663119977146625125247747846173494216,7454892593984592460058730579129451627137415313279074,neither,False,1.196821658608270652653359939,0.00007013091168590666299650059168,0.1413839179587878326009451928,0,,,unspecified,False
217,105881374043672627773432318187360570734220873198601240576,6224795624710670332211193271649003625222520774523512,438452,6228908493061152663119977146625125247747846173494216,7454892593984592460058730579129451627137415313279074,6224795624710670332211193271649003625222520774523512,6228908493061152663119977146625125247747846173494216,unique-min,True,1.000660723435506125199231604,0.00007040796987494411811682062327,0.1419424672678873421235103765,1,0000000000000000000010a32d9196acb66d4b91b4a23a79cec184b16122fa78,438452,unspecified,False
218,95668727978371040303278646201741713440261619517174579200,21632792563469581946334342243787603983568949683465538,440283,6224795624710670332211193271649003625222520774523512,6228908493061152663119977146625125247747846173494216,6224795624710670332211193271649003625222520774523512,6228908493061152663119977146625125247747846173494216,neither,False,1.000660723435506125199231604,0.00006510913884492533028227470354,0.1312600239113694658490658024,0,,,unspecified,False
219,94012390634764280055243391736606357298689315295029362688,90906085684687549760916216573430800353885691278686246,443182,6224795624710670332211193271649003625222520774523512,6228908493061152663119977146625125247747846173494216,6224795624710670332211193271649003625222520774523512,6228908493061152663119977146625125247747846173494216,neither,False,1.000660723435506125199231604,0.00006625625038363615252405806312,0.1335726007734104834885010553,0,,,unspecified,False
220,86923102180582917240747796162767475850640519180006195200,93715682552436509898574818480897483584134106345050295,444564,6224795624710670332211193271649003625222520774523512,6228908493061152663119977146625125247747846173494216,6224795624710670332211193271649003625222520774523512,6228908493061152663119977146625125247747846173494216,neither,False,1.000660723435506125199231604,0.00007165998838974456882891484642,0.1444665365937250507590923304,0,,,unspecified,False
221,84861566431029438820446406485131195674434646972185968640,7447046001739071234969123925706817951333320106413917,446634,6224795624710670332211193271649003625222520774523512,6228908493061152663119977146625125247747846173494216,6224795624710670332211193271649003625222520774523512,6228908493061152663119977146625125247747846173494216,neither,False,1.000660723435506125199231604,0.00007340081918148009149825911732,0.1479760514698638644604903805,0,,,unspecified,False
222,80022382513656536844370512820784980102919810105407963136,1960227581206516358968360803844409571652857494294664,448044,6224795624710670332211193271649003625222520774523512,6228908493061152663119977146625125247747846173494216,2289974335825000601907194108849589095229160009203070,6224795624710670332211193271649003625222520774523512,unique-min,True,2.718281828459045235360287471,0.00007783957809551763341847869467,0.1569245894405635489716530485,1,00000000000000000000053d3dfcc6d5bdf653567672b3e3771c54a36b0cd088,448044,unspecified,False
223,68605739707508652902977299640495787127103841947617329152,57272837467560350698034236237101615882549252638400716,451183,2289974335825000601907194108849589095229160009203070,6224795624710670332211193271649003625222520774523512,2289974335825000601907194108849589095229160009203070,6224795624710670332211193271649003625222520774523512,neither,False,2.718281828459045235360287471,0.00009073286945449826129614946116,0.1829174648202684947730373138,0,,,unspecified,False
224,63859343606086615291372321518809062931940920926127783936,10099314488463639304675057928266246747801230243110580,453142,2289974335825000601907194108849589095229160009203070,6224795624710670332211193271649003625222520774523512,2289974335825000601907194108849589095229160009203070,6224795624710670332211193271649003625222520774523512,neither,False,2.718281828459045235360287471,0.00009747666156902632793978848404,0.1965129497231570771266135839,0,,,unspecified,False
225,61163258921643354765656928775243357859392914550528409600,2065689469697045055722211699828315646052021957347625,453766,2289974335825000601907194108849589095229160009203070,6224795624710670332211193271649003625222520774523512,2065689469697045055722211699828315646052021957347625,2289974335825000601907194108849589095229160009203070,unique-min,True,1.108576274129358497075425417,0.0001017734459291205546969936580,0.2051752669931070382691392146,1,00000000000000000000058566ef69bee8868208a18eb54c837eb11773bcc929,453766,unspecified,False
226,58509826700983959310706392369835644790490546910263246848,48508556735647609458344893446468163476386537494134681,456575,2065689469697045055722211699828315646052021957347625,2289974335825000601907194108849589095229160009203070,2065689469697045055722211699828315646052021957347625,2289974335825000601907194108849589095229160009203070,neither,False,1.108576274129358497075425417,0.00003913828607847321005507592824,0.07890278473420199147103307132,0,,,unspecified,False
227,56672777602924507578641088682504585686103825941044133888,400856443563599500778815340106626023833365142797970,458091,2065689469697045055722211699828315646052021957347625,2289974335825000601907194108849589095229160009203070,759924687745881972831188843587903904007607495569435,2065689469697045055722211699828315646052021957347625,unique-min,True,2.718281828459045235360287471,0.00004040695432063718291737100926,0.08146041991040456076141995466,1,00000000000000000000011246f099d94f91628d71c9d75ad2f9a06e2beb7e92,458091,unspecified,False
228,53958359841942568206719748916397287559357255547625668608,12504296633477462473018650212529734532662504265071775,461051,759924687745881972831188843587903904007607495569435,2065689469697045055722211699828315646052021957347625,759924687745881972831188843587903904007607495569435,2065689469697045055722211699828315646052021957347625,neither,False,2.718281828459045235360287471,0.00003828302927939178182750233804,0.07717858702725383216424471350,0,,,unspecified,False
229,51764751112426770751506128647798102319231116027761786880,11793172456314204704306942532614725584897117118982053,463556,759924687745881972831188843587903904007607495569435,2065689469697045055722211699828315646052021957347625,759924687745881972831188843587903904007607495569435,2065689469697045055722211699828315646052021957347625,neither,False,2.718281828459045235360287471,0.00003990532988771872351269366621,0.08044914505364094660159043107,0,,,unspecified,False
230,51649140486907347007064544362790913467244253139882213376,34653255454917913683734335548146976173383467685470235,464868,759924687745881972831188843587903904007607495569435,2065689469697045055722211699828315646052021957347625,759924687745881972831188843587903904007607495569435,2065689469697045055722211699828315646052021957347625,neither,False,2.718281828459045235360287471,0.00003999465335189229670978320406,0.08062922115741487016692293939,0,,,unspecified,False
231,48144529712666433692552181910809237167694270386587828224,11968160306940649891226908211925046845270376150053203,467054,759924687745881972831188843587903904007607495569435,2065689469697045055722211699828315646052021957347625,759924687745881972831188843587903904007607495569435,2065689469697045055722211699828315646052021957347625,neither,False,2.718281828459045235360287471,0.00004290600577106850373097966403,0.08649850763447410352165500269,0,,,unspecified,False
232,45240046586752885057924289339576851866807485277820420096,3276550377644933484116831378397065440405932959904614,468594,759924687745881972831188843587903904007607495569435,2065689469697045055722211699828315646052021957347625,759924687745881972831188843587903904007607495569435,2065689469697045055722211699828315646052021957347625,neither,False,2.718281828459045235360287471,0.00004566063975499788275826798925,0.09205184974607573164066826633,0,,,unspecified,False
233,39718797393257298660757754408019939605415460564426031104,13263911687460139751161025653437543418912095713060654,470305,759924687745881972831188843587903904007607495569435,2065689469697045055722211699828315646052021957347625,759924687745881972831188843587903904007607495569435,2065689469697045055722211699828315646052021957347625,neither,False,2.718281828459045235360287471,0.00005200785535484814280088105755,0.1048478363953738558865762120,0,,,unspecified,False
234,37880625861940376795251270290737354395669643839013912576,14998318441086455386255200757119716504247832227233307,473595,759924687745881972831188843587903904007607495569435,2065689469697045055722211699828315646052021957347625,759924687745881972831188843587903904007607495569435,2065689469697045055722211699828315646052021957347625,neither,False,2.718281828459045235360287471,0.00005453155597865914694505197428,0.1099356168529768402412247802,0,,,unspecified,False
235,38043004539854389433075372490391464304285496568268718080,74911038157806841656685150431956598368991777522846369,474955,759924687745881972831188843587903904007607495569435,2065689469697045055722211699828315646052021957347625,759924687745881972831188843587903904007607495569435,2065689469697045055722211699828315646052021957347625,neither,False,2.718281828459045235360287471,0.00005429879933728682131784748415,0.1094663794639702317767805280,0,,,unspecified,False
236,33509870757351677175294676059494700127350769223450230784,23692115159894117303981245445396368736863746887852799,477036,759924687745881972831188843587903904007607495569435,2065689469697045055722211699828315646052021957347625,759924687745881972831188843587903904007607495569435,2065689469697045055722211699828315646052021957347625,neither,False,2.718281828459045235360287471,0.00006164420879611589468535050007,0.1242747249329696436856666081,0,,,unspecified,False
237,31340207270661909233492904963194738468218672502370467840,21711600709864076491581125508652538251330049423342282,479143,759924687745881972831188843587903904007607495569435,2065689469697045055722211699828315646052021957347625,759924687745881972831188843587903904007607495569435,2065689469697045055722211699828315646052021957347625,neither,False,2.718281828459045235360287471,0.00006591179987602607284186393109,0.1328781885500685628491976851,0,,,unspecified,False
238,29201223626342991605750065618903157022235193117232857088,5545278862586565848057336017384504401158070277160520,480640,759924687745881972831188843587903904007607495569435,2065689469697045055722211699828315646052021957347625,759924687745881972831188843587903904007607495569435,2065689469697045055722211699828315646052021957347625,neither,False,2.718281828459045235360287471,0.00007073982570489088755123426850,0.1426114886210600293032882853,0,,,unspecified,False
239,30353962581764818649842367179120467226026534727449575424,8570792350578775384880443828823151939134024282498184,483741,759924687745881972831188843587903904007607495569435,2065689469697045055722211699828315646052021957347625,759924687745881972831188843587903904007607495569435,2065689469697045055722211699828315646052021957347625,neither,False,2.718281828459045235360287471,0.00006805337076280151353521838292,0.1371955954578078512870002600,0,,,unspecified,False
240,29217311836366730185073651781541697865715565622665936896,49227409101751536664207724701597785135170566956242583,484979,759924687745881972831188843587903904007607495569435,2065689469697045055722211699828315646052021957347625,759924687745881972831188843587903904007607495569435,2065689469697045055722211699828315646052021957347625,neither,False,2.718281828459045235360287471,0.00007070087355284634582216557847,0.1425329610825382331774858062,0,,,unspecified,False
241,24433127148609864747615599184820261456796420809345204224,4217250784956231538541376457398865935796948361658931,487667,759924687745881972831188843587903904007607495569435,2065689469697045055722211699828315646052021957347625,759924687745881972831188843587903904007607495569435,2065689469697045055722211699828315646052021957347625,neither,False,2.718281828459045235360287471,0.00008454462079834809493444095596,0.1704419555294697593878329672,0,,,unspecified,False
242,23988269434232535193761088780698748366141469438183997440,1386671116555094675513582939323507549328345935414818,488837,759924687745881972831188843587903904007607495569435,2065689469697045055722211699828315646052021957347625,759924687745881972831188843587903904007607495569435,1386671116555094675513582939323507549328345935414818,new-second,True,1.824748082166263373501224516,0.00008611248407728806038522548839,0.1736027678998127297366145846,1,0000000000000000000003b4cc8365995e7567c7720b51e595ae54e9fe748622,488837,unspecified,False
243,22526487188587264742197108840494583820145762956159746048,874868121823304462093954538863547174166722959235449,491270,759924687745881972831188843587903904007607495569435,1386671116555094675513582939323507549328345935414818,759924687745881972831188843587903904007607495569435,874868121823304462093954538863547174166722959235449,new-second,True,1.151256349386900632402827401,0.00006155736156046702861740668539,0.1240996409059015296926918778,1,0000000000000000000002569beb610e7f806774fd0c650c415a78a087b9d979,491270,unspecified,False
244,18556440756915402760741928101946749165024073301499052032,4663326853897579902640615612517347549308456881971153,492602,759924687745881972831188843587903904007607495569435,874868121823304462093954538863547174166722959235449,759924687745881972831188843587903904007607495569435,874868121823304462093954538863547174166722959235449,neither,False,1.151256349386900632402827401,0.00004714633227804036642638690896,0.09504700587252937871559600844,0,,,unspecified,False
245,19758940920085072387393228723348383373068660102939017216,7284807742323866301785664777031331570683467440658594,495040,759924687745881972831188843587903904007607495569435,874868121823304462093954538863547174166722959235449,759924687745881972831188843587903904007607495569435,874868121823304462093954538863547174166722959235449,neither,False,1.151256349386900632402827401,0.00004427707564700475381359018999,0.08926258450436158368819782300,0,,,unspecified,False
246,20014481558369106100835306608979160026489460596213284864,11467612002363267570734171349846692263342906441380243,497926,759924687745881972831188843587903904007607495569435,874868121823304462093954538863547174166722959235449,759924687745881972831188843587903904007607495569435,874868121823304462093954538863547174166722959235449,neither,False,1.151256349386900632402827401,0.00004371175537432175671382793442,0.08812289883463266153507711576,0,,,unspecified,False
247,16946123176864917983795071264823963343174695083267063808,1736005350689655913361398535025998964254707722305345,498549,759924687745881972831188843587903904007607495569435,874868121823304462093954538863547174166722959235449,759924687745881972831188843587903904007607495569435,874868121823304462093954538863547174166722959235449,neither,False,1.151256349386900632402827401,0.00005162644651478082824386796025,0.1040789161737981497396378078,0,,,unspecified,False
248,14392961660539521116256653268419249019684881662910398464,273821822189920923156264704075196689375522326473102,500174,759924687745881972831188843587903904007607495569435,874868121823304462093954538863547174166722959235449,279560669460337862922022417843991012814456935316877,759924687745881972831188843587903904007607495569435,unique-min,True,2.718281828459045235360287471,0.00006078444051038415486884274412,0.1225414320689344562155869721,1,0000000000000000000000bb5b432a764ad6c7acf677dcd99161abfdf68e698e,500174,unspecified,False
249,13960450711994363030255127593764523087979983609872252928,903520900048883921748915573459612441888718423198482,502579,279560669460337862922022417843991012814456935316877,759924687745881972831188843587903904007607495569435,279560669460337862922022417843991012814456935316877,759924687745881972831188843587903904007607495569435,neither,False,2.718281828459045235360287471,0.00005443410842695641016303318768,0.1097391625887441228886749064,0,,,unspecified,False
250,12101157559014734955774763823279522156034099347349045248,6643731824635516385857824416725283397671222922095855,506007,279560669460337862922022417843991012814456935316877,759924687745881972831188843587903904007607495569435,279560669460337862922022417843991012814456935316877,759924687745881972831188843587903904007607495569435,neither,False,2.718281828459045235360287471,0.00006279768559659629266968752424,0.1266001341627381260220900489,0,,,unspecified,False
251,10356793971791534424976101420669664288187918308140384256,17425306953968621754268823162027766853399099763163319,507820,279560669460337862922022417843991012814456935316877,759924687745881972831188843587903904007607495569435,279560669460337862922022417843991012814456935316877,759924687745881972831188843587903904007607495569435,neither,False,2.718281828459045235360287471,0.00007337451047260999162308705949,0.1479230131127817431121435120,0,,,unspecified,False
252,9378292318569022964986206758839123913433917663832178688,1870670397815577451309349355930900755074661701905376,508363,279560669460337862922022417843991012814456935316877,759924687745881972831188843587903904007607495569435,279560669460337862922022417843991012814456935316877,759924687745881972831188843587903904007607495569435,neither,False,2.718281828459045235360287471,0.00008103017712950051182096272787,0.1633568370930730318310608594,0,,,unspecified,False
253,8964447668935855171055978546867850348456065181232922624,2592198846881229070409630778007552952859942808891855,511881,279560669460337862922022417843991012814456935316877,759924687745881972831188843587903904007607495569435,279560669460337862922022417843991012814456935316877,759924687745881972831188843587903904007607495569435,neither,False,2.718281828459045235360287471,0.00008477094359970652091580805998,0.1708982222970083461662690490,0,,,unspecified,False
254,8192878571041388924351625416816775770172128369752145920,789235108657366772480041610433243980346960493509756,512588,279560669460337862922022417843991012814456935316877,759924687745881972831188843587903904007607495569435,279560669460337862922022417843991012814456935316877,759924687745881972831188843587903904007607495569435,neither,False,2.718281828459045235360287471,0.00009275429644861545602323914394,0.1869926616404087593428501142,0,,,unspecified,False
255,7786052052270684126234611299412205796254663675224260608,250605414228549862723444011738687047217266540047314,515910,279560669460337862922022417843991012814456935316877,759924687745881972831188843587903904007607495569435,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,unique-min,True,1.115541219733509309936877792,0.00009760077156487304116218709403,0.1967631554747840509829691816,1,0000000000000000000000ab789f6d71d9642ae3f697975ccd00afcb98fe6bd2,515910,unspecified,False
256,7678459224733657715202292429397298472913633233275453440,1322160918572813101796091881327105804473430109829914,517601,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00003640843316062995284004118953,0.07339940125182998492552303810,0,,,unspecified,False
257,7021961458254440109762706424650140438182306270565892096,2439047307233932362069008003791156967093795895828782,518334,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00003981233322374752466017631821,0.08026166377907500971491545751,0,,,unspecified,False
258,6702918573828378664524678433037841287557455508299317248,816216403176071479239327303128138159713464831998383,522090,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00004170730501663643308164318173,0.08408192691353904909259265438,0,,,unspecified,False
259,6505870154073602347674948421782035713149324747260035072,683488429106773490238782698642667137039336277709073,522896,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00004297052705321716619831508416,0.08662858253928580705580320966,0,,,unspecified,False
260,6259542822111302646229226565336702507884435252736688128,749133285315719781728802825607738289499915599920140,524513,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00004466151560986428188222028170,0.09003761546948639227455608791,0,,,unspecified,False
261,5456617206587901877414813377199700077413780408546361344,1064554911023182181389363059752800622670575098980728,527442,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00005123332989582221613697269347,0.1032863930699775877321369500,0,,,unspecified,False
262,5309609141393698345581459330931267317315649121846034432,1022601556319314400807967520174597750977347595270222,528275,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00005265183594793892611642474479,0.1061461012710448750507122855,0,,,unspecified,False
263,5026314587016750785722693470327208449351582469580652544,578213187077316233364329243504024493510091084311928,532023,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00005561941351272731112169220078,0.1121287376416582592213314768,0,,,unspecified,False
264,5205879062684137510961952799929229129995569309608312832,3292095271718000991677012200252820491780825044608990,534069,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00005370095349779353484715246269,0.1082611222515517662518593648,0,,,unspecified,False
265,4531442825108320403104334767545311437480985430866264064,1207284026760965159823248168926932293306596723058883,535069,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00006169352240556079303640463873,0.1243741411696105587613917517,0,,,unspecified,False
266,4219470685603665866184576203153693664105230070242607104,1089169658790580547820311103401271796920505595787383,536940,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00006625491448824748324528043818,0.1335699076083069262224853634,0,,,unspecified,False
267,4007526641161212986792514236082843733160766044725313536,4382488162617534157345944981319162747696662566527523,539842,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00006975890480401969747584061849,0.1406339520849037101112946869,0,,,unspecified,False
268,3840827764407250199942201944063224491938810378873470976,1158598542289084796984667940610885043864791763454620,541629,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00007278656753396024418571416151,0.1467377201484638522783997496,0,,,unspecified,False
269,3769176185135465353474348091454476000617158630021529600,757270783177245101372892837173672462750363330820949,543672,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00007417023129957252617039754250,0.1495271862999382127595214457,0,,,unspecified,False
270,3616317728887026217259424694800679959591344645351669760,1453057745728346309825877081249005646619200614610916,545100,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00007730533941396147150920370200,0.1558475642585463265625546632,0,,,unspecified,False
271,3753318892370425056811838111019504329853891761930240000,2651847059255667069032495872847944244674711989927013,547981,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00007448359105020785813786361730,0.1501589195572190420059330525,0,,,unspecified,False
272,3752507758961706405692235065937346792777982719368888320,1290632734065417935042062738095103949079255671139469,550015,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00007449969125118888898074872435,0.1501913775623968001851894283,0,,,unspecified,False
273,4052052750044136275098507698196378011637603685579620352,2471780034199360885477784686378426041980701054673291,552276,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00006899235688807180441535862488,0.1390885914863527577013629878,0,,,unspecified,False
274,4774638159061819979596346127394133648234752261950013440,2500923521829413671722925458086876785509298011839964,554185,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00005855117396273425764792160314,0.1180391667088722634182099519,0,,,unspecified,False
275,5279534360700703025330663904443631645337169341976674304,5752950515730172954519563444872931581620195482785769,555601,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00005295176626584818743426842683,0.1067507607919499458674851485,0,,,unspecified,False
276,4798269179035823348880781507454323228379569035237392384,301424663664164609305566551583716772947704673776568,556828,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00005826281499207460236023263381,0.1174578350240223983582289898,0,,,unspecified,False
277,4581847093576588582947343450056030606262879232408420352,1341460580737738360498647144765719057636018316571905,560350,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00006101484046734368019168606911,0.1230059183821648592664391153,0,,,unspecified,False
278,4636475101776743072223960781733299832971578678999777280,927157853985600986814211247257542456094756165989669,561098,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00006029594968669355132156865286,0.1215566345683741994642824042,0,,,unspecified,False
279,4447653474738502407900799312400854215681091162244907008,2034245562998583007475268410553229894290171059718087,563283,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00006285576676514226292790404145,0.1267172257985268020626545476,0,,,unspecified,False
280,4440088742263677654396177039706714734771352055402463232,2961848900546668029813956438086522493409966766903006,566018,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00006296285630494183592546128618,0.1269331183107627412257299529,0,,,unspecified,False
281,4442250303185290059812200289574302117357423179633524736,2556867830348594321011095601665414035137321793023767,566932,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00006293221911873819692717052255,0.1268713537433762050051757735,0,,,unspecified,False
282,4226119056551884143559484765457720035561644907380604928,1281469314231026565550787265493986580982428837367547,568963,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00006615068475814145376939945324,0.1333597804724131707991092977,0,,,unspecified,False
283,4217024131862773934699503234743726606330326039165665280,7207053939472143555690431165472442086724088977459844,571071,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00006629335301831633884335162730,0.1336473996849257391081968806,0,,,unspecified,False
284,4243570847603252455305754966045185171099356397876281344,588024368062156663728609992112224613028261812319098,572822,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00006587863841562403224455868008,0.1328113350458980490050302991,0,,,unspecified,False
285,4022508494445492072607020209303018350395259009223360512,343910623482682337543120434294251187973634047250425,575171,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00006949908740935441028498985659,0.1401101602172584911345395509,0,,,unspecified,False
286,4021030916290150529756716283937142188262386861422411776,623213914979539357278643918624822677067233250477150,577021,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00006952462571918341747424255004,0.1401616454498737696280729809,0,,,unspecified,False
287,3614033401827878015998272335407144409231622422786998272,1105233783988195244811330549824391365863385352372948,580345,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00007735420190608748049002354483,0.1559460710426723606678874664,0,,,unspecified,False
288,3638558860803927897868648370584956354584468626790678528,8658150839532347429131486485375956966728700874142157,580911,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00007683280115978935423852758941,0.1548949271381353381448716203,0,,,unspecified,False
289,3397669776434136486181562425402160438435718857259745280,492054719156374486799872899203208141984012487346596,582757,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,neither,False,1.115541219733509309936877792,0.00008228011780289535168071860657,0.1658767174906370289883287108,0,,,unspecified,False
290,2974300520630483197933400799376074857018768662277914624,37566394517181298232605889224087057760637556425325,585774,250605414228549862723444011738687047217266540047314,279560669460337862922022417843991012814456935316877,92192579740936743759077814667024874940266698570695,250605414228549862723444011738687047217266540047314,unique-min,True,2.718281828459045235360287471,0.00009399207226076719396958133347,0.1894880176777066630426759683,1,000000000000000000000019b43763eb4519f4fe65eae9be90fe73117b89026d,585774,unspecified,False
291,2990922178751847556822131306978557143801315583089180672,732914738814693151044700078020468437599588229183082,587409,92192579740936743759077814667024874940266698570695,250605414228549862723444011738687047217266540047314,92192579740936743759077814667024874940266698570695,250605414228549862723444011738687047217266540047314,neither,False,2.718281828459045235360287471,0.00008378867762220777854148163232,0.1689179740863708815396269708,0,,,unspecified,False
292,2699909434228155498652331786772923585210445951064342528,1084119514212226036740631551544304076697712433370663,590543,92192579740936743759077814667024874940266698570695,250605414228549862723444011738687047217266540047314,92192579740936743759077814667024874940266698570695,250605414228549862723444011738687047217266540047314,neither,False,2.718281828459045235360287471,0.00009281993353239732577766295832,0.1871249860013130087677685240,0,,,unspecified,False
